dataset,period_id,fallback_rate_cents_per_m,max_zone_rate_cents_per_m,ge_max_zone_rate,exact_fee_cents,honest_paid_fee_cents,moving_honest_paid_fee_cents,strategic_min_fee_cents,honest_penalty,honest_penalty_moving_only,withholding_gain,n_intervals,n_honest_outage_intervals,n_moving_honest_outage_intervals,n_strategic_declared_intervals,honest_outage_source,honest_outage_actual_distance_m,honest_outage_charged_distance_m,honest_outage_movement_ratio,honest_outage_dwell_edge_share,moving_outage_actual_distance_m,moving_outage_charged_distance_m,moving_outage_movement_ratio,moving_outage_dwell_edge_share,speed_bound_ok,honest_min_speed_bound_slack_m,strategic_min_speed_bound_slack_m
rome,rome:60:336-0-s227:p1,3,12,False,2880,62340,26246,2880,20.645833333333332,8.113194444444444,0.0,24,10,4,0,derived_from_native_gap_count,93,20130,0.004619970193740686,0.6,79,8052,0.009811227024341779,0.0,True,1988,
rome,rome:60:353-0-s131:p0,3,12,False,10392,73065,16683,10392,6.030889145496536,0.6053695150115473,0.0,24,10,1,0,derived_from_native_gap_count,16,20955,0.000763540921021236,0.9,12,2145,0.005594405594405594,0.0,True,2013,
rome,rome:60:353-0-s219:p0,3,12,False,9420,77241,26787,8691,7.1996815286624205,1.8436305732484077,0.07738853503184713,24,11,3,1,derived_from_native_gap_count,148,23199,0.006379585326953748,0.7272727272727273,145,6369,0.022766525357198933,0.0,True,1988,1350
rome,rome:60:360-0-s126:p0,3,12,False,14280,36072,17955,13704,1.5260504201680671,0.25735294117647056,0.040336134453781515,24,4,1,1,derived_from_native_gap_count,197,8052,0.02446597118728266,0.75,197,2013,0.09786388474913064,0.0,True,1816,1437
rome,rome:60:366-0-s105:p0,3,12,False,3750,50852,26876,3750,12.560533333333334,6.166933333333334,0.0,24,8,4,0,derived_from_native_gap_count,121,16104,0.007513661202185792,0.5,103,8052,0.012791852955787383,0.0,True,1974,
rome,rome:60:43-1-s109:p0,3,12,False,10224,67563,33804,10224,5.608274647887324,2.306338028169014,0.0,24,9,4,0,derived_from_native_gap_count,312,20361,0.015323412406070429,0.5555555555555556,312,9108,0.034255599472990776,0.0,True,1908,
rome,rome:60:43-1-s80:p0,3,12,False,5190,42918,5190,5190,7.269364161849711,,0.0,24,6,0,0,derived_from_native_gap_count,9,12606,0.0007139457401237506,1.0,,,,,True,2013,
rome,rome:60:45-0-s4:p0,3,12,False,7212,54939,36537,7212,6.617720465890183,4.066139767054908,0.0,24,8,5,0,derived_from_native_gap_count,123,16401,0.0074995427108103165,0.375,122,10263,0.011887362369677482,0.0,True,2001,
rome,rome:60:45-0-s4:p1,3,12,False,408,56025,408,408,136.31617647058823,,0.0,24,9,0,0,derived_from_native_gap_count,10,18579,0.0005382421012971634,1.0,,,,,True,2012,
rome,rome:60:46-0-s41:p0,3,12,False,1788,56184,7599,1788,30.42281879194631,3.25,0.0,24,9,1,0,derived_from_native_gap_count,21,18216,0.001152832674571805,0.8888888888888888,19,2013,0.009438648782911079,0.0,True,1994,
rome,rome:60:46-0-s41:p1,3,12,False,1428,62577,7131,1428,42.82142857142857,3.9936974789915967,0.0,24,10,1,0,derived_from_native_gap_count,44,20559,0.002140181915462814,0.9,28,2013,0.013909587680079483,0.0,True,1985,
rome,rome:60:46-0-s49:p0,3,12,False,11352,71574,17259,9396,5.304968287526427,0.5203488372093024,0.17230443974630022,24,10,1,1,derived_from_native_gap_count,14,20130,0.0006954793840039742,0.9,11,2013,0.00546448087431694,0.0,True,2002,1322
rome,rome:60:46-0-s56:p0,3,12,False,2352,44922,2352,2352,18.099489795918366,,0.0,24,7,0,0,derived_from_native_gap_count,0,14190,0.0,1.0,,,,,True,2013,
rome,rome:60:46-0-s56:p1,3,12,False,288,48456,288,288,167.25,,0.0,24,8,0,0,derived_from_native_gap_count,12,16104,0.0007451564828614009,1.0,,,,,True,2006,
rome,rome:60:46-0-s56:p2,3,12,False,1752,43959,7527,1752,24.090753424657535,3.296232876712329,0.0,24,7,1,0,derived_from_native_gap_count,22,14157,0.001554001554001554,0.8571428571428571,22,2013,0.01092896174863388,0.0,True,1991,
rome,rome:60:46-0-s56:p3,3,12,False,660,48795,6507,660,72.93181818181819,8.85909090909091,0.0,24,8,1,0,derived_from_native_gap_count,23,16137,0.0014252959038235113,0.875,16,2013,0.007948335817188276,0.0,True,1997,
rome,rome:60:46-0-s65:p0,3,12,False,14100,43947,19899,11976,2.1168085106382977,0.41127659574468084,0.15063829787234043,24,5,1,1,derived_from_native_gap_count,29,10065,0.00288127173373075,0.8,20,2013,0.009935419771485345,0.0,True,1993,1308
rome,rome:60:46-0-s89:p0,3,12,False,2040,49605,25479,2040,23.316176470588236,11.489705882352942,0.0,24,8,4,0,derived_from_native_gap_count,87,16203,0.005369376041473801,0.5,68,8085,0.008410636982065553,0.0,True,1985,
rome,rome:60:47-0-s268:p0,3,12,False,4416,50406,29826,4416,10.414402173913043,5.7540760869565215,0.0,24,7,4,0,derived_from_native_gap_count,111,15774,0.00703689615823507,0.42857142857142855,110,8910,0.012345679012345678,0.0,True,1982,
rome,rome:60:51-1-s193:p0,3,12,False,17402,34436,22061,17402,0.978853005401678,0.26772784737386507,0.0,24,3,1,0,derived_from_native_gap_count,115,6138,0.018735744542196155,0.6666666666666666,115,2013,0.057128663686040734,0.0,True,1898,
rome,rome:60:53-0-s98:p0,3,12,False,1640,61450,13368,1640,36.46951219512195,7.151219512195122,0.0,24,10,2,0,derived_from_native_gap_count,58,20130,0.00288127173373075,0.8,35,4026,0.008693492300049677,0.0,True,1994,
rome,rome:60:58-0-s2:p0,3,12,False,8112,32130,13911,7536,2.9607988165680474,0.7148668639053254,0.07100591715976332,24,4,1,1,derived_from_native_gap_count,28,8118,0.0034491254003449125,0.75,20,2013,0.009935419771485345,0.0,True,1993,1239
rome,rome:60:58-0-s8:p0,3,12,False,4788,28596,10647,4788,4.972431077694235,1.2236842105263157,0.0,24,4,1,0,derived_from_native_gap_count,29,8052,0.003601589667163438,0.75,15,2013,0.007451564828614009,0.0,True,1998,
rome,rome:60:58-1-s27:p0,3,12,False,3340,15278,3340,3340,3.574251497005988,,0.0,24,2,0,0,derived_from_native_gap_count,14,4026,0.003477396920019871,1.0,,,,,True,2005,
rome,rome:60:66-0-s9:p0,3,12,False,10176,59208,10176,8013,4.818396226415095,,0.21255896226415094,24,8,0,1,derived_from_native_gap_count,6,16368,0.00036656891495601173,1.0,,,,,True,2012,1280
rome,rome:60:67-1-s1:p0,3,12,False,7776,66729,14601,7776,7.581404320987654,0.8777006172839507,0.0,24,9,1,0,derived_from_native_gap_count,29,19767,0.0014670916173420347,0.8888888888888888,17,2343,0.007255655142979087,0.0,True,2010,
rome,rome:60:68-0-s112:p0,3,12,False,540,18676,540,540,33.58518518518518,,0.0,24,3,0,0,derived_from_native_gap_count,8,6072,0.0013175230566534915,1.0,,,,,True,2013,
rome,rome:60:68-0-s234:p0,3,12,False,3640,39434,15328,3640,9.833516483516483,3.210989010989011,0.0,24,6,2,0,derived_from_native_gap_count,44,12078,0.0036429872495446266,0.6666666666666666,39,4026,0.009687034277198211,0.0,True,1986,
rome,rome:60:70-0-s118:p0,3,12,False,5570,41728,23621,5570,6.491561938958707,3.240754039497307,0.0,24,6,3,0,derived_from_native_gap_count,67,12276,0.005457803844900619,0.5,66,6237,0.010582010582010581,0.0,True,1991,
rome,rome:60:70-0-s141:p0,3,12,False,20102,48587,36609,19022,1.417023181772958,0.8211620734255298,0.053725997413192714,24,5,3,1,derived_from_native_gap_count,171,10065,0.01698956780923994,0.4,161,6039,0.026660043053485676,0.0,True,1898,1395
rome,rome:60:70-0-s152:p0,3,12,False,2370,38432,14088,2370,15.216033755274262,4.944303797468354,0.0,24,6,2,0,derived_from_native_gap_count,37,12144,0.003046772068511199,0.6666666666666666,36,4026,0.00894187779433681,0.0,True,1991,
rome,rome:60:70-0-s162:p0,3,12,False,1940,50191,1940,1940,24.871649484536082,,0.0,24,8,0,0,derived_from_native_gap_count,16,16137,0.0009915101939641817,1.0,,,,,True,2006,
rome,rome:60:70-0-s172:p0,3,12,False,3450,51221,21087,3450,13.846666666666666,5.1121739130434785,0.0,24,8,3,0,derived_from_native_gap_count,64,16137,0.003966040775856727,0.625,48,6039,0.007948335817188276,0.0,True,1992,
rome,rome:60:70-0-s57:p0,3,12,False,3230,20847,14808,3230,5.454179566563467,3.584520123839009,0.0,24,3,2,0,derived_from_native_gap_count,50,6039,0.008279516476237788,0.3333333333333333,50,4026,0.012419274714356682,0.0,True,1985,
rome,rome:60:70-0-s57:p1,3,12,False,3900,45203,33325,3900,10.59051282051282,7.544871794871795,0.0,24,7,5,0,derived_from_native_gap_count,97,14091,0.0068838265559577035,0.2857142857142857,77,10065,0.007650273224043716,0.0,True,1992,
rome,rome:60:70-0-s57:p2,3,12,False,3460,62700,32795,3460,17.121387283236995,8.478323699421965,0.0,24,10,5,0,derived_from_native_gap_count,115,20130,0.005712866368604074,0.5,86,10065,0.008544461003477397,0.0,True,1988,
rome,rome:60:70-0-s78:p0,3,12,False,3420,50539,32522,3420,13.777485380116959,8.5093567251462,0.0,24,8,5,0,derived_from_native_gap_count,149,16203,0.009195827933098808,0.375,139,10164,0.013675718221172766,0.0,True,1967,
rome,rome:60:72-0-s234:p0,3,12,False,4320,21976,21976,4320,4.087037037037037,4.087037037037037,0.0,24,3,3,0,derived_from_native_gap_count,56,6072,0.00922266139657444,0.0,56,6072,0.00922266139657444,0.0,True,1991,
rome,rome:60:78-0-s44:p0,3,12,False,168,29967,168,168,177.375,,0.0,24,4,0,0,derived_from_native_gap_count,0,9933,0.0,1.0,,,,,True,2013,
rome,rome:60:83-0-s152:p0,3,12,False,1960,37534,19467,1960,18.15,8.932142857142857,0.0,24,6,3,0,derived_from_native_gap_count,66,12078,0.00546448087431694,0.5,61,6039,0.010101010101010102,0.0,True,1986,
rome,rome:60:83-0-s41:p0,3,12,False,4872,28920,4872,4872,4.935960591133005,,0.0,24,4,0,0,derived_from_native_gap_count,9,8052,0.0011177347242921013,1.0,,,,,True,2009,
rome,rome:60:83-0-s59:p0,3,12,False,6744,45912,45912,6744,5.807829181494662,5.807829181494662,0.0,24,7,7,0,derived_from_native_gap_count,267,14124,0.018903993203058623,0.0,267,14124,0.018903993203058623,0.0,True,1871,
rome,rome:60:83-0-s95:p0,3,12,False,2940,38982,2940,2940,12.259183673469387,,0.0,24,6,0,0,derived_from_native_gap_count,16,12078,0.001324722636198046,1.0,,,,,True,2004,
rome,rome:60:83-0-s95:p1,3,12,False,756,30843,756,756,39.79761904761905,,0.0,24,5,0,0,derived_from_native_gap_count,9,10065,0.0008941877794336811,1.0,,,,,True,2008,
rome,rome:60:95-0-s137:p0,3,12,False,2844,58755,2844,2844,19.65928270042194,,0.0,24,9,0,0,derived_from_native_gap_count,2,18645,0.00010726736390453205,1.0,,,,,True,2012,
rome,rome:60:96-0-s156:p0,3,12,False,3612,56493,26427,3612,14.640365448504983,6.3164451827242525,0.0,24,9,4,0,derived_from_native_gap_count,139,18183,0.007644503107298026,0.5555555555555556,120,8085,0.014842300556586271,0.0,True,1941,
geolife,010-20080916114237-0,4,5,False,21664,21664,21664,21664,,,0.0,10,0,0,0,none,,,,,,,,,True,,
geolife,010-20080917225654-0,4,5,False,17357,17357,17357,17357,,,0.0,16,0,0,0,none,,,,,,,,,True,,
geolife,010-20080921224934-0,4,5,False,18695,18695,18695,18695,,,0.0,35,0,0,0,none,,,,,,,,,True,,
geolife,010-20080922111517-0,4,5,False,21393,21393,21393,21393,,,0.0,12,0,0,0,none,,,,,,,,,True,,
geolife,010-20080922234926-0,4,5,False,18146,18146,18146,18146,,,0.0,35,0,0,0,none,,,,,,,,,True,,
geolife,010-20080923121817-0,4,5,False,21735,21735,21735,21735,,,0.0,12,0,0,0,none,,,,,,,,,True,,
geolife,010-20080923231456-1,4,5,False,19281,19281,19281,19281,,,0.0,58,0,0,0,none,,,,,,,,,True,,
geolife,010-20080924113459-1,4,5,False,21973,21973,21973,21973,,,0.0,14,0,0,0,none,,,,,,,,,True,,
geolife,010-20080924231334-1,4,5,False,17750,17750,17750,17750,,,0.0,26,0,0,0,none,,,,,,,,,True,,
geolife,010-20080925104204-0,4,5,False,21492,21492,21492,21492,,,0.0,19,0,0,0,none,,,,,,,,,True,,
geolife,010-20080925233430-0,4,5,False,18103,18103,18103,18103,,,0.0,31,0,0,0,none,,,,,,,,,True,,
geolife,010-20080926105402-0,4,5,False,21916,21916,21916,21916,,,0.0,15,0,0,0,none,,,,,,,,,True,,
geolife,010-20080927232235-1,4,5,False,16035,16035,16035,16035,,,0.0,22,0,0,0,none,,,,,,,,,True,,
geolife,010-20081005225112-1,4,5,False,17388,17388,17388,17388,,,0.0,59,0,0,0,none,,,,,,,,,True,,
rome,rome:60:103-0-s96:p0,4,12,False,18646,57938,49886,18646,2.1072616110693985,1.6754263649040009,0.0,24,5,4,0,derived_from_native_gap_count,110,10098,0.010893246187363835,0.2,110,8085,0.013605442176870748,0.0,True,1955,
rome,rome:60:104-0-s145:p0,4,12,False,2090,93466,20506,2090,43.720574162679426,8.811483253588516,0.0,24,10,2,0,derived_from_native_gap_count,142,23199,0.006120953489374542,0.8,112,4884,0.02293202293202293,0.0,True,2004,
rome,rome:60:105-0-s77:p0,4,12,False,360,67152,360,360,185.53333333333333,,0.0,24,8,0,0,derived_from_native_gap_count,11,16731,0.0006574621959237344,1.0,,,,,True,2005,
rome,rome:60:109-0-s11:p0,4,12,False,10248,50292,18108,10248,3.9074941451990632,0.7669789227166276,0.0,24,5,1,0,derived_from_native_gap_count,18,10065,0.0017883755588673621,0.8,16,2013,0.007948335817188276,0.0,True,1997,
rome,rome:60:109-0-s11:p1,4,12,False,2208,58476,10092,2208,25.483695652173914,3.5706521739130435,0.0,24,7,1,0,derived_from_native_gap_count,19,14124,0.0013452279807419994,0.8571428571428571,14,2013,0.006954793840039742,0.0,True,1999,
rome,rome:60:109-0-s188:p0,4,12,False,11874,57678,33390,11874,3.857503789792825,1.8120262758969177,0.0,24,6,3,0,derived_from_native_gap_count,264,12111,0.021798365122615803,0.5,264,6039,0.04371584699453552,0.0,True,1831,
rome,rome:60:109-0-s188:p1,4,12,False,2300,50304,18034,2300,20.871304347826086,6.840869565217392,0.0,24,6,2,0,derived_from_native_gap_count,44,12111,0.0036330608537693005,0.6666666666666666,37,4026,0.009190263288623945,0.0,True,1994,
rome,rome:60:109-0-s32:p0,4,12,False,15742,70666,46680,15742,3.4890102909414304,1.965315715919197,0.0,24,7,4,0,derived_from_native_gap_count,144,14091,0.010219288907813498,0.42857142857142855,127,8052,0.015772478887232984,0.0,True,1964,
rome,rome:60:109-0-s40:p0,4,12,False,28662,67620,51588,28662,1.3592212685786058,0.7998743981578397,0.0,24,5,3,0,derived_from_native_gap_count,129,10065,0.012816691505216096,0.4,123,6039,0.02036761053154496,0.0,True,1934,
rome,rome:60:109-0-s42:p0,4,12,False,26936,78358,70306,26936,1.909043659043659,1.61011286011286,0.0,24,7,6,0,derived_from_native_gap_count,490,14157,0.034611852793670975,0.14285714285714285,490,12144,0.040349143610013176,0.0,True,1860,
rome,rome:60:11-0-s11:p0,4,12,False,3040,35536,10922,3040,10.689473684210526,2.592763157894737,0.0,24,4,1,0,derived_from_native_gap_count,24,8184,0.002932551319648094,0.75,17,2013,0.008445106805762544,0.0,True,1996,
rome,rome:60:11-0-s11:p1,4,12,False,1370,66778,25806,1370,47.74306569343066,17.836496350364964,0.0,24,8,3,0,derived_from_native_gap_count,46,16467,0.0027934657193174227,0.625,38,6204,0.0061250805931656995,0.0,True,2008,
rome,rome:60:11-0-s11:p2,4,12,False,2840,51046,42730,2840,16.97394366197183,14.045774647887324,0.0,24,6,5,0,derived_from_native_gap_count,103,12309,0.008367860914777805,0.16666666666666666,103,10230,0.010068426197458456,0.0,True,1981,
rome,rome:60:11-0-s136:p0,4,12,False,5740,88980,30682,5740,14.501742160278745,4.345296167247387,0.0,24,10,3,0,derived_from_native_gap_count,124,21120,0.005871212121212121,0.7,93,6468,0.01437847866419295,0.0,True,1966,
rome,rome:60:11-0-s186:p0,4,12,False,5680,94646,77110,5680,15.663028169014085,12.575704225352112,0.0,24,10,8,0,derived_from_native_gap_count,185,22704,0.008148343904157857,0.2,183,18315,0.009991809991809993,0.0,True,2005,
rome,rome:60:11-0-s84:p0,4,12,False,3060,27200,19148,3060,7.888888888888889,5.257516339869281,0.0,24,3,2,0,derived_from_native_gap_count,28,6105,0.004586404586404586,0.3333333333333333,28,4092,0.006842619745845552,0.0,True,1997,
rome,rome:60:124-1-s99:p0,4,12,False,1540,97036,28992,1540,62.01038961038961,17.825974025974027,0.0,24,11,3,0,derived_from_native_gap_count,60,24024,0.0024975024975024975,0.7272727272727273,40,6963,0.0057446502944133275,0.0,True,2013,
rome,rome:60:127-0-s273:p0,4,12,False,15504,31572,15504,15492,1.0363777089783281,,0.0007739938080495357,24,2,0,1,derived_from_native_gap_count,3,4026,0.0007451564828614009,1.0,,,,,True,2010,1319
rome,rome:60:128-0-s16:p0,4,12,False,690,41804,690,690,59.585507246376814,,0.0,24,5,0,0,derived_from_native_gap_count,7,10296,0.0006798756798756799,1.0,,,,,True,2007,
rome,rome:60:128-0-s16:p1,4,12,False,1520,41410,17264,1520,26.24342105263158,10.357894736842105,0.0,24,5,2,0,derived_from_native_gap_count,37,10065,0.0036761053154495777,0.6,36,4026,0.00894187779433681,0.0,True,1989,
rome,rome:60:128-0-s65:p0,4,12,False,1704,41112,17124,1704,23.12676056338028,9.049295774647888,0.0,24,5,2,0,derived_from_native_gap_count,71,10065,0.007054148037754595,0.6,57,4026,0.014157973174366617,0.0,True,1981,
rome,rome:60:128-0-s82:p0,4,12,False,21024,58020,41832,21024,1.759703196347032,0.9897260273972602,0.0,24,5,3,0,derived_from_native_gap_count,283,10098,0.02802535155476332,0.4,279,6039,0.046199701937406856,0.0,True,1876,
rome,rome:60:128-0-s82:p1,4,12,False,2592,50328,26100,2592,18.416666666666668,9.069444444444445,0.0,24,6,3,0,derived_from_native_gap_count,59,12111,0.004871604326645199,0.5,54,6039,0.00894187779433681,0.0,True,1985,
rome,rome:60:128-0-s82:p2,4,12,False,612,24768,612,612,39.470588235294116,,0.0,24,3,0,0,derived_from_native_gap_count,0,6039,0.0,1.0,,,,,True,2013,
rome,rome:60:134-0-s99:p0,4,12,False,1908,49800,9564,1908,25.10062893081761,4.012578616352202,0.0,24,6,1,0,derived_from_native_gap_count,46,12111,0.003798199983486087,0.8333333333333334,33,2013,0.01639344262295082,0.0,True,1980,
rome,rome:60:137-0-s71:p0,4,12,False,10974,81022,56946,10974,6.383087297248041,4.189174412247129,0.0,24,9,6,0,derived_from_native_gap_count,242,18117,0.013357619914996965,0.3333333333333333,234,12078,0.019374068554396422,0.0,True,1877,
rome,rome:60:137-0-s71:p1,4,12,False,1330,65468,17124,1330,48.22406015037594,11.875187969924813,0.0,24,8,2,0,derived_from_native_gap_count,41,16137,0.0025407448720332158,0.75,31,4026,0.007699950322901143,0.0,True,1993,
rome,rome:60:137-0-s71:p2,4,12,False,2580,42530,10432,2580,15.484496124031008,3.0434108527131785,0.0,24,5,1,0,derived_from_native_gap_count,31,10065,0.003079980129160457,0.8,20,2013,0.009935419771485345,0.0,True,1993,
rome,rome:60:140-0-s121:p0,4,12,False,2364,92568,33096,2364,38.15736040609137,13.0,0.0,24,11,4,0,derived_from_native_gap_count,139,22968,0.006051898293277604,0.6363636363636364,134,8085,0.016573902288188003,0.0,True,1926,
rome,rome:60:140-0-s121:p1,4,12,False,768,81732,768,768,105.421875,,0.0,24,10,0,0,derived_from_native_gap_count,7,20262,0.00034547428684236504,1.0,,,,,True,2006,
rome,rome:60:149-0-s182:p0,4,12,False,9940,59014,25688,9940,4.9370221327967805,1.5843058350100603,0.0,24,6,2,0,derived_from_native_gap_count,135,12606,0.010709186101856259,0.6666666666666666,128,4257,0.030068123091378907,0.0,True,1899,
rome,rome:60:149-0-s21:p0,4,12,False,1300,75616,1300,1300,57.16615384615385,,0.0,24,9,0,0,derived_from_native_gap_count,0,18579,0.0,1.0,,,,,True,2046,
rome,rome:60:149-0-s21:p1,4,12,False,110,82214,110,110,746.4,,0.0,24,10,0,0,derived_from_native_gap_count,0,20526,0.0,1.0,,,,,True,2013,
rome,rome:60:149-0-s21:p2,4,12,False,160,65764,160,160,410.025,,0.0,24,8,0,0,derived_from_native_gap_count,0,16401,0.0,1.0,,,,,True,2013,
rome,rome:60:149-0-s21:p3,4,12,False,750,74248,750,750,97.99733333333333,,0.0,24,9,0,0,derived_from_native_gap_count,29,18447,0.0015720713395132,1.0,,,,,True,2005,
rome,rome:60:150-0-s108:p0,4,12,False,2380,76324,10302,2380,31.06890756302521,3.3285714285714287,0.0,24,9,1,0,derived_from_native_gap_count,24,18546,0.0012940795858945326,0.8888888888888888,13,2013,0.006458022851465474,0.0,True,2000,
rome,rome:60:153-0-s12:p0,4,12,False,912,41088,912,912,44.05263157894737,,0.0,24,5,0,0,derived_from_native_gap_count,7,10065,0.0006954793840039742,1.0,,,,,True,2006,
rome,rome:60:153-0-s12:p1,4,12,False,1200,57696,1200,1200,47.08,,0.0,24,7,0,0,derived_from_native_gap_count,0,14124,0.0,1.0,,,,,True,2013,
rome,rome:60:153-0-s15:p0,4,12,False,1476,42132,1476,1476,27.54471544715447,,0.0,24,5,0,0,derived_from_native_gap_count,11,10197,0.0010787486515641855,1.0,,,,,True,2005,
rome,rome:60:153-0-s15:p1,4,12,False,4128,74892,50784,4128,17.142441860465116,11.30232558139535,0.0,24,9,6,0,derived_from_native_gap_count,142,18117,0.007837942264171772,0.3333333333333333,138,12078,0.011425732737208148,0.0,True,1981,
rome,rome:60:153-0-s15:p2,4,12,False,8028,77004,61056,8028,8.591928251121077,6.605381165919282,0.0,24,9,7,0,derived_from_native_gap_count,291,18117,0.016062261963901307,0.2222222222222222,278,14091,0.019728904974806616,0.0,True,1929,
rome,rome:60:153-0-s214:p0,4,12,False,7060,31128,22944,7060,3.4090651558073652,2.2498583569405097,0.0,24,3,2,0,derived_from_native_gap_count,22,6072,0.0036231884057971015,0.3333333333333333,22,4026,0.00546448087431694,0.0,True,2002,
rome,rome:60:155-0-s239:p0,4,12,False,2360,75148,34570,2360,30.84237288135593,13.648305084745763,0.0,24,9,4,0,derived_from_native_gap_count,100,18447,0.005420935653493793,0.5555555555555556,79,8250,0.009575757575757576,0.0,True,1997,
rome,rome:60:155-0-s253:p0,4,12,False,4740,70250,20564,4740,13.820675105485233,3.338396624472574,0.0,24,8,2,0,derived_from_native_gap_count,49,16500,0.00296969696969697,0.75,28,4026,0.006954793840039742,0.0,True,1998,
rome,rome:60:155-0-s266:p0,4,12,False,5140,87978,21070,5140,16.116342412451363,3.0992217898832686,0.0,24,10,2,0,derived_from_native_gap_count,85,20922,0.004062709110027722,0.8,57,4125,0.013818181818181818,0.0,True,2008,
rome,rome:60:156-0-s76:p0,4,12,False,18972,67236,18972,18972,2.5439595192915876,,0.0,24,6,0,0,derived_from_native_gap_count,4,12078,0.0003311806590495115,1.0,,,,,True,2011,
rome,rome:60:157-0-s98:p0,4,12,False,1896,93372,17496,1896,48.24683544303797,8.227848101265822,0.0,24,11,2,0,derived_from_native_gap_count,66,23067,0.002861230329041488,0.8181818181818182,53,4059,0.013057403301305741,0.0,True,1980,
rome,rome:60:162-0-s40:p0,4,12,False,13124,45068,36620,13124,2.4340140201158182,1.7903078329777506,0.0,24,4,3,0,derived_from_native_gap_count,55,8151,0.006747638326585695,0.25,55,6039,0.009107468123861567,0.0,True,1989,
rome,rome:60:162-0-s40:p1,4,12,False,3840,63516,46140,3840,15.540625,11.015625,0.0,24,7,5,0,derived_from_native_gap_count,142,15345,0.009253828608667318,0.2857142857142857,127,10956,0.011591821832785688,0.0,True,1985,
rome,rome:60:163-0-s105:p0,4,12,False,11076,42912,18840,11076,2.8743228602383533,0.7009750812567714,0.0,24,4,1,0,derived_from_native_gap_count,42,8085,0.005194805194805195,0.75,24,2013,0.011922503725782414,0.0,True,1989,
rome,rome:60:167-0-s26:p0,4,12,False,7368,54936,30780,7368,6.456026058631922,3.1775244299674266,0.0,24,6,3,0,derived_from_native_gap_count,62,12078,0.005133300215267428,0.5,62,6039,0.010266600430534857,0.0,True,1988,
rome,rome:60:167-0-s73:p0,4,12,False,4632,52428,20220,4632,10.318652849740932,3.365284974093264,0.0,24,6,2,0,derived_from_native_gap_count,43,12078,0.0035601920847822487,0.6666666666666666,43,4026,0.010680576254346746,0.0,True,1985,
rome,rome:60:172-0-s6:p0,4,12,False,200,52076,200,200,259.38,,0.0,24,6,0,0,derived_from_native_gap_count,0,12969,0.0,1.0,,,,,True,2013,
rome,rome:60:178-0-s37:p0,4,12,False,768,49872,768,768,63.9375,,0.0,24,6,0,0,derived_from_native_gap_count,0,12276,0.0,1.0,,,,,True,2013,
rome,rome:60:178-1-s43:p0,4,12,False,13040,52844,28628,13040,3.052453987730061,1.195398773006135,0.0,24,5,2,0,derived_from_native_gap_count,60,10131,0.005922416345869114,0.6,54,4059,0.013303769401330377,0.0,True,1990,
rome,rome:60:185-0-s124:p0,4,12,False,880,17570,9386,880,18.96590909090909,9.665909090909091,0.0,24,2,1,0,derived_from_native_gap_count,47,4290,0.010955710955710955,0.5,47,2244,0.02094474153297683,0.0,True,2046,
rome,rome:60:185-0-s150:p0,4,12,False,12626,45446,20462,12626,2.5993980674798034,0.6206241089814668,0.0,24,4,1,0,derived_from_native_gap_count,37,8316,0.004449254449254449,0.75,18,2013,0.00894187779433681,0.0,True,1995,
rome,rome:60:193-0-s204:p0,4,12,False,80,24236,80,80,301.95,,0.0,24,3,0,0,derived_from_native_gap_count,0,6039,0.0,1.0,,,,,True,2013,
rome,rome:60:213-0-s41:p0,4,12,False,4608,60732,4608,4608,12.1796875,,0.0,24,7,0,0,derived_from_native_gap_count,20,14091,0.0014193456816407636,1.0,,,,,True,2004,
rome,rome:60:213-0-s41:p1,4,12,False,3024,50556,26640,3024,15.718253968253968,7.809523809523809,0.0,24,6,3,0,derived_from_native_gap_count,65,12078,0.0053816857095545624,0.5,45,6039,0.007451564828614009,0.0,True,1995,
rome,rome:60:213-0-s66:p0,4,12,False,8904,50304,8904,7680,4.649595687331536,,0.13746630727762804,24,5,0,1,derived_from_native_gap_count,4,10362,0.0003860258637328701,1.0,,,,,True,2011,976
rome,rome:60:214-0-s203:p0,4,12,False,10332,52824,19104,10332,4.112659698025552,0.8490127758420442,0.0,24,5,1,0,derived_from_native_gap_count,67,10824,0.006189948263118995,0.8,61,2376,0.025673400673400674,0.0,True,2007,
rome,rome:60:214-0-s203:p1,4,12,False,7512,72312,7512,7512,8.626198083067093,,0.0,24,8,0,0,derived_from_native_gap_count,1,16203,6.171696599395174e-05,1.0,,,,,True,2012,
rome,rome:60:214-0-s220:p0,4,12,False,10464,26568,10464,10464,1.5389908256880733,,0.0,24,2,0,0,derived_from_native_gap_count,0,4026,0.0,1.0,,,,,True,2013,
rome,rome:60:229-0-s172:p0,4,12,False,8304,91930,75764,8304,10.070568400770712,8.123795761078998,0.0,24,10,8,0,derived_from_native_gap_count,343,21846,0.015700814794470382,0.2,336,17787,0.018890200708382526,0.0,True,1987,
rome,rome:60:234-0-s260:p0,4,12,False,9876,65062,49038,9876,5.587889833940867,3.965370595382746,0.0,24,7,5,0,derived_from_native_gap_count,131,14124,0.009274992919852733,0.2857142857142857,123,10098,0.01218062982768865,0.0,True,1980,
rome,rome:60:24-0-s158:p0,4,12,False,1932,82896,17676,1932,41.90683229813665,8.149068322981366,0.0,24,10,2,0,derived_from_native_gap_count,51,20394,0.0025007355104442485,0.8,30,4026,0.007451564828614009,0.0,True,1994,
