branch,dataset,distance_bucket_m,neighbor_radius_cells,len_claimed_fixes,savings_ratio,skip_reason
no_cadence,rome:60:213-0-s66:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:214-0-s203:p0,25,2,25,0.0,
no_continuity,rome:60:214-0-s203:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:214-0-s203:p0,25,2,25,0.03726975383026338,
no_cadence,rome:60:214-0-s203:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:214-0-s203:p1,25,2,25,0.0,
no_continuity,rome:60:214-0-s203:p1,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:214-0-s203:p1,25,2,25,0.028761587829807464,
no_cadence,rome:60:214-0-s203:p1,25,2,22,0.0,
no_zone_binding,rome:60:214-0-s220:p0,25,2,25,0.0,
no_continuity,rome:60:214-0-s220:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:214-0-s220:p0,25,2,25,0.12025316455696203,
no_cadence,rome:60:214-0-s220:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:229-0-s172:p0,25,2,25,0.0,
no_continuity,rome:60:229-0-s172:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:229-0-s172:p0,25,2,25,0.01851019858028574,
no_cadence,rome:60:229-0-s172:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:234-0-s260:p0,25,2,25,0.0,
no_continuity,rome:60:234-0-s260:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:234-0-s260:p0,25,2,25,0.04376470588235294,
no_cadence,rome:60:234-0-s260:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:24-0-s158:p0,25,2,25,0.0,
no_continuity,rome:60:24-0-s158:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:24-0-s158:p0,25,2,25,0.00536480686695279,
no_cadence,rome:60:24-0-s158:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:24-0-s158:p1,25,2,25,0.0,
no_continuity,rome:60:24-0-s158:p1,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:24-0-s158:p1,25,2,25,0.008737610850286907,
no_cadence,rome:60:24-0-s158:p1,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:24-0-s158:p2,25,2,25,0.0,
no_continuity,rome:60:24-0-s158:p2,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:24-0-s158:p2,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_cadence,rome:60:24-0-s158:p2,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:24-0-s158:p3,25,2,25,0.0,
no_continuity,rome:60:24-0-s158:p3,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:24-0-s158:p3,25,2,25,0.015637916781482502,
no_cadence,rome:60:24-0-s158:p3,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:24-0-s50:p0,25,2,25,0.0,
no_continuity,rome:60:24-0-s50:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:24-0-s50:p0,25,2,25,0.01898962381314851,
no_cadence,rome:60:24-0-s50:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:24-0-s50:p1,25,2,25,0.0,
no_continuity,rome:60:24-0-s50:p1,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:24-0-s50:p1,25,2,25,0.0053488462889938705,
no_cadence,rome:60:24-0-s50:p1,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:24-0-s50:p2,25,2,25,0.0,
no_continuity,rome:60:24-0-s50:p2,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:24-0-s50:p2,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_cadence,rome:60:24-0-s50:p2,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:24-0-s50:p3,25,2,25,0.0,
no_continuity,rome:60:24-0-s50:p3,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:24-0-s50:p3,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_cadence,rome:60:24-0-s50:p3,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:24-0-s50:p4,25,2,25,0.0,
no_continuity,rome:60:24-0-s50:p4,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:24-0-s50:p4,25,2,25,0.005561303673047077,
no_cadence,rome:60:24-0-s50:p4,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:243-0-s57:p0,25,2,25,0.0,
no_continuity,rome:60:243-0-s57:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:243-0-s57:p0,25,2,25,0.12367778681855167,
no_cadence,rome:60:243-0-s57:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:243-0-s91:p0,25,2,25,0.0,
no_continuity,rome:60:243-0-s91:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:243-0-s91:p0,25,2,25,0.12088309808179515,
no_cadence,rome:60:243-0-s91:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:243-0-s91:p1,25,2,25,0.0,
no_continuity,rome:60:243-0-s91:p1,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:243-0-s91:p1,25,2,25,0.025551404121971797,
no_cadence,rome:60:243-0-s91:p1,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:243-0-s94:p0,25,2,25,0.0,
no_continuity,rome:60:243-0-s94:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:243-0-s94:p0,25,2,25,0.06901098901098901,
no_cadence,rome:60:243-0-s94:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:249-0-s139:p0,25,2,25,0.0,
no_continuity,rome:60:249-0-s139:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:249-0-s139:p0,25,2,25,0.12265910012160519,
no_cadence,rome:60:249-0-s139:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:254-0-s329:p0,25,2,25,0.0,
no_continuity,rome:60:254-0-s329:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:254-0-s329:p0,25,2,25,0.033003103365958464,
no_cadence,rome:60:254-0-s329:p0,25,2,25,0.0,
no_zone_binding,rome:60:256-0-s375:p0,25,2,25,0.0,
no_continuity,rome:60:256-0-s375:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:256-0-s375:p0,25,2,25,0.05933861201676758,
no_cadence,rome:60:256-0-s375:p0,25,2,23,0.0,
no_zone_binding,rome:60:257-0-s123:p0,25,2,25,0.0,
no_continuity,rome:60:257-0-s123:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:257-0-s123:p0,25,2,25,0.039059417659591256,
no_cadence,rome:60:257-0-s123:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:257-0-s123:p1,25,2,25,0.0,
no_continuity,rome:60:257-0-s123:p1,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:257-0-s123:p1,25,2,25,0.04071872968706472,
no_cadence,rome:60:257-0-s123:p1,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:260-0-s115:p0,25,2,25,0.0,
no_continuity,rome:60:260-0-s115:p0,25,2,25,0.0,
no_continuity_osnma_lifted,rome:60:260-0-s115:p0,25,2,25,0.06367519269478128,
no_cadence,rome:60:260-0-s115:p0,25,2,0,0.0,no feasible adversarial claim under enabled constraints
no_zone_binding,rome:60:260-0-s14:p0,25,2,25,0.0,
