adversarial_min_fee_cents,cadence_sec,claimed_distance_m,constraints_ok,dataset,distance_bucket_m,effective_radius_m,granularity,honest_fee_cents,n_fixes,odometer_check_tolerance_m,payload_mode,payload_odometer_tolerance_m,period_id,relay_radius_m,savings_ratio,skip_reason,true_distance_m
130056,60,1601,True,rome,100,170.71067811865476,medium,138804,25,1350,intra_cell,150,rome:60:128-0-s82:p0,100,0.06302412034235325,,1752
126708,60,1551,True,rome,100,270.71067811865476,medium,138804,25,1350,intra_cell,150,rome:60:128-0-s82:p0,200,0.08714446269559956,,1752
121176,60,1643,True,rome,100,470.71067811865476,medium,138804,25,1350,intra_cell,150,rome:60:128-0-s82:p0,400,0.12699922192444021,,1752
,120,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:128-0-s82:p0,0,,no feasible adversarial claim under enabled constraints,1752
19260,120,1605,True,rome,100,100.0,medium,21024,25,1300,cell,100,rome:60:128-0-s82:p0,100,0.0839041095890411,,1752
17996,120,1583,True,rome,100,200.0,medium,21024,25,1300,cell,100,rome:60:128-0-s82:p0,200,0.14402587519025875,,1752
16950,120,1615,True,rome,100,400.0,medium,21024,25,1300,cell,100,rome:60:128-0-s82:p0,400,0.1937785388127854,,1752
20316,120,1693,True,rome,100,70.71067811865476,medium,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,0,0.03367579908675799,,1752
17592,120,1466,True,rome,100,170.71067811865476,medium,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,100,0.1632420091324201,,1752
16574,120,1493,True,rome,100,270.71067811865476,medium,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,200,0.2116628614916286,,1752
15550,120,1515,True,rome,100,470.71067811865476,medium,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,400,0.260369101978691,,1752
,300,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:128-0-s82:p0,0,,no feasible adversarial claim under enabled constraints,1752
19260,300,1605,True,rome,100,100.0,medium,21024,25,1300,cell,100,rome:60:128-0-s82:p0,100,0.0839041095890411,,1752
17996,300,1583,True,rome,100,200.0,medium,21024,25,1300,cell,100,rome:60:128-0-s82:p0,200,0.14402587519025875,,1752
16950,300,1615,True,rome,100,400.0,medium,21024,25,1300,cell,100,rome:60:128-0-s82:p0,400,0.1937785388127854,,1752
20316,300,1693,True,rome,100,70.71067811865476,medium,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,0,0.03367579908675799,,1752
17592,300,1466,True,rome,100,170.71067811865476,medium,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,100,0.1632420091324201,,1752
16574,300,1493,True,rome,100,270.71067811865476,medium,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,200,0.2116628614916286,,1752
15550,300,1515,True,rome,100,470.71067811865476,medium,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,400,0.260369101978691,,1752
,60,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:128-0-s82:p0,0,,no feasible adversarial claim under enabled constraints,1752
131256,60,1788,True,rome,100,100.0,fine,138804,25,1300,cell,100,rome:60:128-0-s82:p0,100,0.054378836344773925,,1752
128196,60,1698,True,rome,100,200.0,fine,138804,25,1300,cell,100,rome:60:128-0-s82:p0,200,0.07642431053860119,,1752
122868,60,1724,True,rome,100,400.0,fine,138804,25,1300,cell,100,rome:60:128-0-s82:p0,400,0.11480937148785338,,1752
137892,60,1693,True,rome,100,70.71067811865476,fine,138804,25,1350,intra_cell,150,rome:60:128-0-s82:p0,0,0.006570415838160284,,1752
130056,60,1601,True,rome,100,170.71067811865476,fine,138804,25,1350,intra_cell,150,rome:60:128-0-s82:p0,100,0.06302412034235325,,1752
126708,60,1551,True,rome,100,270.71067811865476,fine,138804,25,1350,intra_cell,150,rome:60:128-0-s82:p0,200,0.08714446269559956,,1752
121176,60,1643,True,rome,100,470.71067811865476,fine,138804,25,1350,intra_cell,150,rome:60:128-0-s82:p0,400,0.12699922192444021,,1752
,120,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:128-0-s82:p0,0,,no feasible adversarial claim under enabled constraints,1752
19260,120,1605,True,rome,100,100.0,fine,21024,25,1300,cell,100,rome:60:128-0-s82:p0,100,0.0839041095890411,,1752
17996,120,1583,True,rome,100,200.0,fine,21024,25,1300,cell,100,rome:60:128-0-s82:p0,200,0.14402587519025875,,1752
16550,120,1615,True,rome,100,400.0,fine,21024,25,1300,cell,100,rome:60:128-0-s82:p0,400,0.21280441400304415,,1752
20316,120,1693,True,rome,100,70.71067811865476,fine,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,0,0.03367579908675799,,1752
17364,120,1532,True,rome,100,170.71067811865476,fine,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,100,0.1740867579908676,,1752
16574,120,1493,True,rome,100,270.71067811865476,fine,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,200,0.2116628614916286,,1752
15350,120,1515,True,rome,100,470.71067811865476,fine,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,400,0.2698820395738204,,1752
,300,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:128-0-s82:p0,0,,no feasible adversarial claim under enabled constraints,1752
19260,300,1605,True,rome,100,100.0,fine,21024,25,1300,cell,100,rome:60:128-0-s82:p0,100,0.0839041095890411,,1752
17996,300,1583,True,rome,100,200.0,fine,21024,25,1300,cell,100,rome:60:128-0-s82:p0,200,0.14402587519025875,,1752
16550,300,1615,True,rome,100,400.0,fine,21024,25,1300,cell,100,rome:60:128-0-s82:p0,400,0.21280441400304415,,1752
20316,300,1693,True,rome,100,70.71067811865476,fine,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,0,0.03367579908675799,,1752
17364,300,1532,True,rome,100,170.71067811865476,fine,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,100,0.1740867579908676,,1752
16574,300,1493,True,rome,100,270.71067811865476,fine,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,200,0.2116628614916286,,1752
15350,300,1515,True,rome,100,470.71067811865476,fine,21024,25,1350,intra_cell,150,rome:60:128-0-s82:p0,400,0.2698820395738204,,1752
,60,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
220092,60,989,True,rome,100,100.0,coarse,225958,25,1300,cell,100,rome:60:137-0-s71:p0,100,0.02596057674435072,,1000
218604,60,969,True,rome,100,200.0,coarse,225958,25,1300,cell,100,rome:60:137-0-s71:p0,200,0.0325458713566238,,1000
217404,60,861,True,rome,100,400.0,coarse,225958,25,1300,cell,100,rome:60:137-0-s71:p0,400,0.037856592818134346,,1000
,60,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
218604,60,840,True,rome,100,170.71067811865476,coarse,225958,25,1350,intra_cell,150,rome:60:137-0-s71:p0,100,0.0325458713566238,,1000
217404,60,783,True,rome,100,270.71067811865476,coarse,225958,25,1350,intra_cell,150,rome:60:137-0-s71:p0,200,0.037856592818134346,,1000
217404,60,783,True,rome,100,470.71067811865476,coarse,225958,25,1350,intra_cell,150,rome:60:137-0-s71:p0,400,0.037856592818134346,,1000
,120,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
9162,120,844,True,rome,100,100.0,coarse,10974,25,1300,cell,100,rome:60:137-0-s71:p0,100,0.1651175505740842,,1000
8810,120,861,True,rome,100,200.0,coarse,10974,25,1300,cell,100,rome:60:137-0-s71:p0,200,0.1971933661381447,,1000
8220,120,822,True,rome,100,400.0,coarse,10974,25,1300,cell,100,rome:60:137-0-s71:p0,400,0.25095680699835976,,1000
,120,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
7810,120,761,True,rome,100,170.71067811865476,coarse,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,100,0.2883178421724075,,1000
7440,120,744,True,rome,100,270.71067811865476,coarse,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,200,0.3220338983050847,,1000
7220,120,722,True,rome,100,470.71067811865476,coarse,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,400,0.3420812830326226,,1000
,300,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
9162,300,844,True,rome,100,100.0,coarse,10974,25,1300,cell,100,rome:60:137-0-s71:p0,100,0.1651175505740842,,1000
8810,300,861,True,rome,100,200.0,coarse,10974,25,1300,cell,100,rome:60:137-0-s71:p0,200,0.1971933661381447,,1000
8220,300,822,True,rome,100,400.0,coarse,10974,25,1300,cell,100,rome:60:137-0-s71:p0,400,0.25095680699835976,,1000
,300,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
7810,300,761,True,rome,100,170.71067811865476,coarse,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,100,0.2883178421724075,,1000
7440,300,744,True,rome,100,270.71067811865476,coarse,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,200,0.3220338983050847,,1000
7220,300,722,True,rome,100,470.71067811865476,coarse,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,400,0.3420812830326226,,1000
,60,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
220092,60,989,True,rome,100,100.0,medium,225958,25,1300,cell,100,rome:60:137-0-s71:p0,100,0.02596057674435072,,1000
218604,60,969,True,rome,100,200.0,medium,225958,25,1300,cell,100,rome:60:137-0-s71:p0,200,0.0325458713566238,,1000
217404,60,861,True,rome,100,400.0,medium,225958,25,1300,cell,100,rome:60:137-0-s71:p0,400,0.037856592818134346,,1000
,60,,False,rome,100,70.71067811865476,medium,,25,1350,intra_cell,150,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
218604,60,840,True,rome,100,170.71067811865476,medium,225958,25,1350,intra_cell,150,rome:60:137-0-s71:p0,100,0.0325458713566238,,1000
217404,60,783,True,rome,100,270.71067811865476,medium,225958,25,1350,intra_cell,150,rome:60:137-0-s71:p0,200,0.037856592818134346,,1000
217404,60,783,True,rome,100,470.71067811865476,medium,225958,25,1350,intra_cell,150,rome:60:137-0-s71:p0,400,0.037856592818134346,,1000
,120,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
9162,120,844,True,rome,100,100.0,medium,10974,25,1300,cell,100,rome:60:137-0-s71:p0,100,0.1651175505740842,,1000
8810,120,861,True,rome,100,200.0,medium,10974,25,1300,cell,100,rome:60:137-0-s71:p0,200,0.1971933661381447,,1000
8220,120,822,True,rome,100,400.0,medium,10974,25,1300,cell,100,rome:60:137-0-s71:p0,400,0.25095680699835976,,1000
,120,,False,rome,100,70.71067811865476,medium,,25,1350,intra_cell,150,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
7810,120,761,True,rome,100,170.71067811865476,medium,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,100,0.2883178421724075,,1000
7440,120,744,True,rome,100,270.71067811865476,medium,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,200,0.3220338983050847,,1000
7220,120,722,True,rome,100,470.71067811865476,medium,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,400,0.3420812830326226,,1000
,300,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
9162,300,844,True,rome,100,100.0,medium,10974,25,1300,cell,100,rome:60:137-0-s71:p0,100,0.1651175505740842,,1000
8810,300,861,True,rome,100,200.0,medium,10974,25,1300,cell,100,rome:60:137-0-s71:p0,200,0.1971933661381447,,1000
8220,300,822,True,rome,100,400.0,medium,10974,25,1300,cell,100,rome:60:137-0-s71:p0,400,0.25095680699835976,,1000
,300,,False,rome,100,70.71067811865476,medium,,25,1350,intra_cell,150,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
7810,300,761,True,rome,100,170.71067811865476,medium,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,100,0.2883178421724075,,1000
7440,300,744,True,rome,100,270.71067811865476,medium,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,200,0.3220338983050847,,1000
7220,300,722,True,rome,100,470.71067811865476,medium,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,400,0.3420812830326226,,1000
,60,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
220092,60,989,True,rome,100,100.0,fine,225958,25,1300,cell,100,rome:60:137-0-s71:p0,100,0.02596057674435072,,1000
218604,60,969,True,rome,100,200.0,fine,225958,25,1300,cell,100,rome:60:137-0-s71:p0,200,0.0325458713566238,,1000
217404,60,861,True,rome,100,400.0,fine,225958,25,1300,cell,100,rome:60:137-0-s71:p0,400,0.037856592818134346,,1000
,60,,False,rome,100,70.71067811865476,fine,,25,1350,intra_cell,150,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
218604,60,840,True,rome,100,170.71067811865476,fine,225958,25,1350,intra_cell,150,rome:60:137-0-s71:p0,100,0.0325458713566238,,1000
217404,60,783,True,rome,100,270.71067811865476,fine,225958,25,1350,intra_cell,150,rome:60:137-0-s71:p0,200,0.037856592818134346,,1000
217404,60,783,True,rome,100,470.71067811865476,fine,225958,25,1350,intra_cell,150,rome:60:137-0-s71:p0,400,0.037856592818134346,,1000
,120,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
9162,120,844,True,rome,100,100.0,fine,10974,25,1300,cell,100,rome:60:137-0-s71:p0,100,0.1651175505740842,,1000
8810,120,861,True,rome,100,200.0,fine,10974,25,1300,cell,100,rome:60:137-0-s71:p0,200,0.1971933661381447,,1000
8220,120,822,True,rome,100,400.0,fine,10974,25,1300,cell,100,rome:60:137-0-s71:p0,400,0.25095680699835976,,1000
,120,,False,rome,100,70.71067811865476,fine,,25,1350,intra_cell,150,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
7810,120,761,True,rome,100,170.71067811865476,fine,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,100,0.2883178421724075,,1000
7440,120,744,True,rome,100,270.71067811865476,fine,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,200,0.3220338983050847,,1000
7220,120,722,True,rome,100,470.71067811865476,fine,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,400,0.3420812830326226,,1000
,300,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
9162,300,844,True,rome,100,100.0,fine,10974,25,1300,cell,100,rome:60:137-0-s71:p0,100,0.1651175505740842,,1000
8810,300,861,True,rome,100,200.0,fine,10974,25,1300,cell,100,rome:60:137-0-s71:p0,200,0.1971933661381447,,1000
8220,300,822,True,rome,100,400.0,fine,10974,25,1300,cell,100,rome:60:137-0-s71:p0,400,0.25095680699835976,,1000
,300,,False,rome,100,70.71067811865476,fine,,25,1350,intra_cell,150,rome:60:137-0-s71:p0,0,,no feasible adversarial claim under enabled constraints,1000
7810,300,761,True,rome,100,170.71067811865476,fine,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,100,0.2883178421724075,,1000
7440,300,744,True,rome,100,270.71067811865476,fine,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,200,0.3220338983050847,,1000
7220,300,722,True,rome,100,470.71067811865476,fine,10974,25,1350,intra_cell,150,rome:60:137-0-s71:p0,400,0.3420812830326226,,1000
,60,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
152964,60,841,True,rome,100,100.0,coarse,159862,25,1300,cell,100,rome:60:149-0-s182:p0,100,0.04314971663059389,,889
151272,60,869,True,rome,100,200.0,coarse,159862,25,1300,cell,100,rome:60:149-0-s182:p0,200,0.05373384544169346,,889
151272,60,808,True,rome,100,400.0,coarse,159862,25,1300,cell,100,rome:60:149-0-s182:p0,400,0.05373384544169346,,889
,60,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
151272,60,740,True,rome,100,170.71067811865476,coarse,159862,25,1350,intra_cell,150,rome:60:149-0-s182:p0,100,0.05373384544169346,,889
151272,60,730,True,rome,100,270.71067811865476,coarse,159862,25,1350,intra_cell,150,rome:60:149-0-s182:p0,200,0.05373384544169346,,889
151272,60,700,True,rome,100,470.71067811865476,coarse,159862,25,1350,intra_cell,150,rome:60:149-0-s182:p0,400,0.05373384544169346,,889
,120,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
8030,120,783,True,rome,100,100.0,coarse,9940,25,1300,cell,100,rome:60:149-0-s182:p0,100,0.1921529175050302,,889
7610,120,761,True,rome,100,200.0,coarse,9940,25,1300,cell,100,rome:60:149-0-s182:p0,200,0.23440643863179075,,889
7220,120,722,True,rome,100,400.0,coarse,9940,25,1300,cell,100,rome:60:149-0-s182:p0,400,0.27364185110663986,,889
,120,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
6610,120,661,True,rome,100,170.71067811865476,coarse,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,100,0.335010060362173,,889
6440,120,644,True,rome,100,270.71067811865476,coarse,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,200,0.352112676056338,,889
6440,120,644,True,rome,100,470.71067811865476,coarse,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,400,0.352112676056338,,889
,300,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
8030,300,783,True,rome,100,100.0,coarse,9940,25,1300,cell,100,rome:60:149-0-s182:p0,100,0.1921529175050302,,889
7610,300,761,True,rome,100,200.0,coarse,9940,25,1300,cell,100,rome:60:149-0-s182:p0,200,0.23440643863179075,,889
7220,300,722,True,rome,100,400.0,coarse,9940,25,1300,cell,100,rome:60:149-0-s182:p0,400,0.27364185110663986,,889
,300,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
6610,300,661,True,rome,100,170.71067811865476,coarse,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,100,0.335010060362173,,889
6440,300,644,True,rome,100,270.71067811865476,coarse,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,200,0.352112676056338,,889
6440,300,644,True,rome,100,470.71067811865476,coarse,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,400,0.352112676056338,,889
,60,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
152964,60,841,True,rome,100,100.0,medium,159862,25,1300,cell,100,rome:60:149-0-s182:p0,100,0.04314971663059389,,889
151272,60,869,True,rome,100,200.0,medium,159862,25,1300,cell,100,rome:60:149-0-s182:p0,200,0.05373384544169346,,889
151272,60,808,True,rome,100,400.0,medium,159862,25,1300,cell,100,rome:60:149-0-s182:p0,400,0.05373384544169346,,889
,60,,False,rome,100,70.71067811865476,medium,,25,1350,intra_cell,150,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
151272,60,740,True,rome,100,170.71067811865476,medium,159862,25,1350,intra_cell,150,rome:60:149-0-s182:p0,100,0.05373384544169346,,889
151272,60,730,True,rome,100,270.71067811865476,medium,159862,25,1350,intra_cell,150,rome:60:149-0-s182:p0,200,0.05373384544169346,,889
151272,60,700,True,rome,100,470.71067811865476,medium,159862,25,1350,intra_cell,150,rome:60:149-0-s182:p0,400,0.05373384544169346,,889
,120,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
8030,120,783,True,rome,100,100.0,medium,9940,25,1300,cell,100,rome:60:149-0-s182:p0,100,0.1921529175050302,,889
7610,120,761,True,rome,100,200.0,medium,9940,25,1300,cell,100,rome:60:149-0-s182:p0,200,0.23440643863179075,,889
7220,120,722,True,rome,100,400.0,medium,9940,25,1300,cell,100,rome:60:149-0-s182:p0,400,0.27364185110663986,,889
,120,,False,rome,100,70.71067811865476,medium,,25,1350,intra_cell,150,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
6610,120,661,True,rome,100,170.71067811865476,medium,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,100,0.335010060362173,,889
6440,120,644,True,rome,100,270.71067811865476,medium,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,200,0.352112676056338,,889
6440,120,644,True,rome,100,470.71067811865476,medium,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,400,0.352112676056338,,889
,300,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
8030,300,783,True,rome,100,100.0,medium,9940,25,1300,cell,100,rome:60:149-0-s182:p0,100,0.1921529175050302,,889
7610,300,761,True,rome,100,200.0,medium,9940,25,1300,cell,100,rome:60:149-0-s182:p0,200,0.23440643863179075,,889
7220,300,722,True,rome,100,400.0,medium,9940,25,1300,cell,100,rome:60:149-0-s182:p0,400,0.27364185110663986,,889
,300,,False,rome,100,70.71067811865476,medium,,25,1350,intra_cell,150,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
6610,300,661,True,rome,100,170.71067811865476,medium,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,100,0.335010060362173,,889
6440,300,644,True,rome,100,270.71067811865476,medium,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,200,0.352112676056338,,889
6440,300,644,True,rome,100,470.71067811865476,medium,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,400,0.352112676056338,,889
,60,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
152964,60,841,True,rome,100,100.0,fine,159862,25,1300,cell,100,rome:60:149-0-s182:p0,100,0.04314971663059389,,889
151272,60,869,True,rome,100,200.0,fine,159862,25,1300,cell,100,rome:60:149-0-s182:p0,200,0.05373384544169346,,889
151272,60,808,True,rome,100,400.0,fine,159862,25,1300,cell,100,rome:60:149-0-s182:p0,400,0.05373384544169346,,889
,60,,False,rome,100,70.71067811865476,fine,,25,1350,intra_cell,150,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
151272,60,740,True,rome,100,170.71067811865476,fine,159862,25,1350,intra_cell,150,rome:60:149-0-s182:p0,100,0.05373384544169346,,889
151272,60,730,True,rome,100,270.71067811865476,fine,159862,25,1350,intra_cell,150,rome:60:149-0-s182:p0,200,0.05373384544169346,,889
151272,60,700,True,rome,100,470.71067811865476,fine,159862,25,1350,intra_cell,150,rome:60:149-0-s182:p0,400,0.05373384544169346,,889
,120,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
8030,120,783,True,rome,100,100.0,fine,9940,25,1300,cell,100,rome:60:149-0-s182:p0,100,0.1921529175050302,,889
7610,120,761,True,rome,100,200.0,fine,9940,25,1300,cell,100,rome:60:149-0-s182:p0,200,0.23440643863179075,,889
7220,120,722,True,rome,100,400.0,fine,9940,25,1300,cell,100,rome:60:149-0-s182:p0,400,0.27364185110663986,,889
,120,,False,rome,100,70.71067811865476,fine,,25,1350,intra_cell,150,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
6610,120,661,True,rome,100,170.71067811865476,fine,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,100,0.335010060362173,,889
6440,120,644,True,rome,100,270.71067811865476,fine,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,200,0.352112676056338,,889
6440,120,644,True,rome,100,470.71067811865476,fine,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,400,0.352112676056338,,889
,300,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
8030,300,783,True,rome,100,100.0,fine,9940,25,1300,cell,100,rome:60:149-0-s182:p0,100,0.1921529175050302,,889
7610,300,761,True,rome,100,200.0,fine,9940,25,1300,cell,100,rome:60:149-0-s182:p0,200,0.23440643863179075,,889
7220,300,722,True,rome,100,400.0,fine,9940,25,1300,cell,100,rome:60:149-0-s182:p0,400,0.27364185110663986,,889
,300,,False,rome,100,70.71067811865476,fine,,25,1350,intra_cell,150,rome:60:149-0-s182:p0,0,,no feasible adversarial claim under enabled constraints,889
6610,300,661,True,rome,100,170.71067811865476,fine,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,100,0.335010060362173,,889
6440,300,644,True,rome,100,270.71067811865476,fine,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,200,0.352112676056338,,889
6440,300,644,True,rome,100,470.71067811865476,fine,9940,25,1350,intra_cell,150,rome:60:149-0-s182:p0,400,0.352112676056338,,889
,60,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:153-0-s15:p2,0,,no feasible adversarial claim under enabled constraints,669
217404,60,723,True,rome,100,100.0,coarse,221940,25,1300,cell,100,rome:60:153-0-s15:p2,100,0.020437956204379562,,669
217404,60,723,True,rome,100,200.0,coarse,221940,25,1300,cell,100,rome:60:153-0-s15:p2,200,0.020437956204379562,,669
217404,60,689,True,rome,100,400.0,coarse,221940,25,1300,cell,100,rome:60:153-0-s15:p2,400,0.020437956204379562,,669
221004,60,500,True,rome,100,70.71067811865476,coarse,221940,25,1350,intra_cell,150,rome:60:153-0-s15:p2,0,0.00421735604217356,,669
217404,60,500,True,rome,100,170.71067811865476,coarse,221940,25,1350,intra_cell,150,rome:60:153-0-s15:p2,100,0.020437956204379562,,669
217404,60,500,True,rome,100,270.71067811865476,coarse,221940,25,1350,intra_cell,150,rome:60:153-0-s15:p2,200,0.020437956204379562,,669
217404,60,500,True,rome,100,470.71067811865476,coarse,221940,25,1350,intra_cell,150,rome:60:153-0-s15:p2,400,0.020437956204379562,,669
,120,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:153-0-s15:p2,0,,no feasible adversarial claim under enabled constraints,669
6000,120,600,True,rome,100,100.0,coarse,8028,25,1300,cell,100,rome:60:153-0-s15:p2,100,0.2526158445440957,,669
5610,120,561,True,rome,100,200.0,coarse,8028,25,1300,cell,100,rome:60:153-0-s15:p2,200,0.30119581464872947,,669
5610,120,561,True,rome,100,400.0,coarse,8028,25,1300,cell,100,rome:60:153-0-s15:p2,400,0.30119581464872947,,669
6000,120,500,True,rome,100,70.71067811865476,coarse,8028,25,1350,intra_cell,150,rome:60:153-0-s15:p2,0,0.2526158445440957,,669
4610,120,461,True,rome,100,170.71067811865476,coarse,8028,25,1350,intra_cell,150,rome:60:153-0-s15:p2,100,0.42575984055804683,,669
4610,120,461,True,rome,100,270.71067811865476,coarse,8028,25,1350,intra_cell,150,rome:60:153-0-s15:p2,200,0.42575984055804683,,669
