adversarial_min_fee_cents,cadence_sec,claimed_distance_m,constraints_ok,dataset,distance_bucket_m,effective_radius_m,granularity,honest_fee_cents,n_fixes,odometer_check_tolerance_m,payload_mode,payload_odometer_tolerance_m,period_id,relay_radius_m,savings_ratio,skip_reason,true_distance_m
4332,120,361,True,rome,100,170.71067811865476,coarse,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,100,0.4233226837060703,,626
3610,120,361,True,rome,100,270.71067811865476,coarse,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,200,0.5194355697550586,,626
3610,120,361,True,rome,100,470.71067811865476,coarse,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,400,0.5194355697550586,,626
7776,300,648,True,rome,100,0.0,coarse,7512,25,1300,cell,100,rome:60:214-0-s203:p1,0,0.0,,626
5532,300,461,True,rome,100,100.0,coarse,7512,25,1300,cell,100,rome:60:214-0-s203:p1,100,0.26357827476038337,,626
4810,300,461,True,rome,100,200.0,coarse,7512,25,1300,cell,100,rome:60:214-0-s203:p1,200,0.3596911608093717,,626
4610,300,461,True,rome,100,400.0,coarse,7512,25,1300,cell,100,rome:60:214-0-s203:p1,400,0.38631522896698617,,626
7776,300,648,True,rome,100,70.71067811865476,coarse,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,0,0.0,,626
4332,300,361,True,rome,100,170.71067811865476,coarse,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,100,0.4233226837060703,,626
3610,300,361,True,rome,100,270.71067811865476,coarse,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,200,0.5194355697550586,,626
3610,300,361,True,rome,100,470.71067811865476,coarse,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,400,0.5194355697550586,,626
202212,60,648,True,rome,100,0.0,medium,201936,25,1300,cell,100,rome:60:214-0-s203:p1,0,0.0,,626
197820,60,623,True,rome,100,100.0,medium,201936,25,1300,cell,100,rome:60:214-0-s203:p1,100,0.02038269550748752,,626
196128,60,565,True,rome,100,200.0,medium,201936,25,1300,cell,100,rome:60:214-0-s203:p1,200,0.028761587829807464,,626
194436,60,483,True,rome,100,400.0,medium,201936,25,1300,cell,100,rome:60:214-0-s203:p1,400,0.037140480152127404,,626
202212,60,648,True,rome,100,70.71067811865476,medium,201936,25,1350,intra_cell,150,rome:60:214-0-s203:p1,0,0.0,,626
196128,60,465,True,rome,100,170.71067811865476,medium,201936,25,1350,intra_cell,150,rome:60:214-0-s203:p1,100,0.028761587829807464,,626
194436,60,424,True,rome,100,270.71067811865476,medium,201936,25,1350,intra_cell,150,rome:60:214-0-s203:p1,200,0.037140480152127404,,626
194436,60,441,True,rome,100,470.71067811865476,medium,201936,25,1350,intra_cell,150,rome:60:214-0-s203:p1,400,0.037140480152127404,,626
7776,120,648,True,rome,100,0.0,medium,7512,25,1300,cell,100,rome:60:214-0-s203:p1,0,0.0,,626
5532,120,461,True,rome,100,100.0,medium,7512,25,1300,cell,100,rome:60:214-0-s203:p1,100,0.26357827476038337,,626
4810,120,461,True,rome,100,200.0,medium,7512,25,1300,cell,100,rome:60:214-0-s203:p1,200,0.3596911608093717,,626
4610,120,461,True,rome,100,400.0,medium,7512,25,1300,cell,100,rome:60:214-0-s203:p1,400,0.38631522896698617,,626
7776,120,648,True,rome,100,70.71067811865476,medium,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,0,0.0,,626
4332,120,361,True,rome,100,170.71067811865476,medium,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,100,0.4233226837060703,,626
3610,120,361,True,rome,100,270.71067811865476,medium,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,200,0.5194355697550586,,626
3610,120,361,True,rome,100,470.71067811865476,medium,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,400,0.5194355697550586,,626
7776,300,648,True,rome,100,0.0,medium,7512,25,1300,cell,100,rome:60:214-0-s203:p1,0,0.0,,626
5532,300,461,True,rome,100,100.0,medium,7512,25,1300,cell,100,rome:60:214-0-s203:p1,100,0.26357827476038337,,626
4810,300,461,True,rome,100,200.0,medium,7512,25,1300,cell,100,rome:60:214-0-s203:p1,200,0.3596911608093717,,626
4610,300,461,True,rome,100,400.0,medium,7512,25,1300,cell,100,rome:60:214-0-s203:p1,400,0.38631522896698617,,626
7776,300,648,True,rome,100,70.71067811865476,medium,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,0,0.0,,626
4332,300,361,True,rome,100,170.71067811865476,medium,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,100,0.4233226837060703,,626
3610,300,361,True,rome,100,270.71067811865476,medium,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,200,0.5194355697550586,,626
3610,300,361,True,rome,100,470.71067811865476,medium,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,400,0.5194355697550586,,626
202212,60,648,True,rome,100,0.0,fine,201936,25,1300,cell,100,rome:60:214-0-s203:p1,0,0.0,,626
197820,60,623,True,rome,100,100.0,fine,201936,25,1300,cell,100,rome:60:214-0-s203:p1,100,0.02038269550748752,,626
196128,60,565,True,rome,100,200.0,fine,201936,25,1300,cell,100,rome:60:214-0-s203:p1,200,0.028761587829807464,,626
194436,60,483,True,rome,100,400.0,fine,201936,25,1300,cell,100,rome:60:214-0-s203:p1,400,0.037140480152127404,,626
202212,60,648,True,rome,100,70.71067811865476,fine,201936,25,1350,intra_cell,150,rome:60:214-0-s203:p1,0,0.0,,626
196128,60,465,True,rome,100,170.71067811865476,fine,201936,25,1350,intra_cell,150,rome:60:214-0-s203:p1,100,0.028761587829807464,,626
194436,60,424,True,rome,100,270.71067811865476,fine,201936,25,1350,intra_cell,150,rome:60:214-0-s203:p1,200,0.037140480152127404,,626
194436,60,441,True,rome,100,470.71067811865476,fine,201936,25,1350,intra_cell,150,rome:60:214-0-s203:p1,400,0.037140480152127404,,626
7776,120,648,True,rome,100,0.0,fine,7512,25,1300,cell,100,rome:60:214-0-s203:p1,0,0.0,,626
5532,120,461,True,rome,100,100.0,fine,7512,25,1300,cell,100,rome:60:214-0-s203:p1,100,0.26357827476038337,,626
4810,120,461,True,rome,100,200.0,fine,7512,25,1300,cell,100,rome:60:214-0-s203:p1,200,0.3596911608093717,,626
4610,120,461,True,rome,100,400.0,fine,7512,25,1300,cell,100,rome:60:214-0-s203:p1,400,0.38631522896698617,,626
7776,120,648,True,rome,100,70.71067811865476,fine,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,0,0.0,,626
4332,120,361,True,rome,100,170.71067811865476,fine,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,100,0.4233226837060703,,626
3610,120,361,True,rome,100,270.71067811865476,fine,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,200,0.5194355697550586,,626
3610,120,361,True,rome,100,470.71067811865476,fine,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,400,0.5194355697550586,,626
7776,300,648,True,rome,100,0.0,fine,7512,25,1300,cell,100,rome:60:214-0-s203:p1,0,0.0,,626
5532,300,461,True,rome,100,100.0,fine,7512,25,1300,cell,100,rome:60:214-0-s203:p1,100,0.26357827476038337,,626
4810,300,461,True,rome,100,200.0,fine,7512,25,1300,cell,100,rome:60:214-0-s203:p1,200,0.3596911608093717,,626
4610,300,461,True,rome,100,400.0,fine,7512,25,1300,cell,100,rome:60:214-0-s203:p1,400,0.38631522896698617,,626
7776,300,648,True,rome,100,70.71067811865476,fine,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,0,0.0,,626
4332,300,361,True,rome,100,170.71067811865476,fine,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,100,0.4233226837060703,,626
3610,300,361,True,rome,100,270.71067811865476,fine,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,200,0.5194355697550586,,626
3610,300,361,True,rome,100,470.71067811865476,fine,7512,25,1350,intra_cell,150,rome:60:214-0-s203:p1,400,0.5194355697550586,,626
59400,60,924,True,rome,100,0.0,coarse,58776,25,1300,cell,100,rome:60:214-0-s220:p0,0,0.0,,872
53676,60,847,True,rome,100,100.0,coarse,58776,25,1300,cell,100,rome:60:214-0-s220:p0,100,0.08677011024908125,,872
51708,60,799,True,rome,100,200.0,coarse,58776,25,1300,cell,100,rome:60:214-0-s220:p0,200,0.12025316455696203,,872
48312,60,761,True,rome,100,400.0,coarse,58776,25,1300,cell,100,rome:60:214-0-s220:p0,400,0.17803184973458555,,872
59400,60,924,True,rome,100,70.71067811865476,coarse,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,0,0.0,,872
52644,60,761,True,rome,100,170.71067811865476,coarse,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,100,0.10432829726418946,,872
50004,60,773,True,rome,100,270.71067811865476,coarse,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,200,0.14924458962841977,,872
48312,60,661,True,rome,100,470.71067811865476,coarse,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,400,0.17803184973458555,,872
11088,120,924,True,rome,100,0.0,coarse,10464,25,1300,cell,100,rome:60:214-0-s220:p0,0,0.0,,872
9192,120,766,True,rome,100,100.0,coarse,10464,25,1300,cell,100,rome:60:214-0-s220:p0,100,0.12155963302752294,,872
8664,120,722,True,rome,100,200.0,coarse,10464,25,1300,cell,100,rome:60:214-0-s220:p0,200,0.1720183486238532,,872
7942,120,722,True,rome,100,400.0,coarse,10464,25,1300,cell,100,rome:60:214-0-s220:p0,400,0.24101681957186544,,872
11088,120,924,True,rome,100,70.71067811865476,coarse,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,0,0.0,,872
7728,120,644,True,rome,100,170.71067811865476,coarse,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,100,0.26146788990825687,,872
7728,120,644,True,rome,100,270.71067811865476,coarse,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,200,0.26146788990825687,,872
7162,120,644,True,rome,100,470.71067811865476,coarse,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,400,0.3155581039755352,,872
11088,300,924,True,rome,100,0.0,coarse,10464,25,1300,cell,100,rome:60:214-0-s220:p0,0,0.0,,872
9192,300,766,True,rome,100,100.0,coarse,10464,25,1300,cell,100,rome:60:214-0-s220:p0,100,0.12155963302752294,,872
8664,300,722,True,rome,100,200.0,coarse,10464,25,1300,cell,100,rome:60:214-0-s220:p0,200,0.1720183486238532,,872
7942,300,722,True,rome,100,400.0,coarse,10464,25,1300,cell,100,rome:60:214-0-s220:p0,400,0.24101681957186544,,872
11088,300,924,True,rome,100,70.71067811865476,coarse,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,0,0.0,,872
7728,300,644,True,rome,100,170.71067811865476,coarse,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,100,0.26146788990825687,,872
7728,300,644,True,rome,100,270.71067811865476,coarse,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,200,0.26146788990825687,,872
7162,300,644,True,rome,100,470.71067811865476,coarse,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,400,0.3155581039755352,,872
59400,60,924,True,rome,100,0.0,medium,58776,25,1300,cell,100,rome:60:214-0-s220:p0,0,0.0,,872
53676,60,847,True,rome,100,100.0,medium,58776,25,1300,cell,100,rome:60:214-0-s220:p0,100,0.08677011024908125,,872
51708,60,799,True,rome,100,200.0,medium,58776,25,1300,cell,100,rome:60:214-0-s220:p0,200,0.12025316455696203,,872
48312,60,761,True,rome,100,400.0,medium,58776,25,1300,cell,100,rome:60:214-0-s220:p0,400,0.17803184973458555,,872
59400,60,924,True,rome,100,70.71067811865476,medium,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,0,0.0,,872
52644,60,761,True,rome,100,170.71067811865476,medium,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,100,0.10432829726418946,,872
50004,60,773,True,rome,100,270.71067811865476,medium,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,200,0.14924458962841977,,872
48312,60,661,True,rome,100,470.71067811865476,medium,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,400,0.17803184973458555,,872
11088,120,924,True,rome,100,0.0,medium,10464,25,1300,cell,100,rome:60:214-0-s220:p0,0,0.0,,872
9192,120,766,True,rome,100,100.0,medium,10464,25,1300,cell,100,rome:60:214-0-s220:p0,100,0.12155963302752294,,872
8664,120,722,True,rome,100,200.0,medium,10464,25,1300,cell,100,rome:60:214-0-s220:p0,200,0.1720183486238532,,872
8210,120,761,True,rome,100,400.0,medium,10464,25,1300,cell,100,rome:60:214-0-s220:p0,400,0.2154051987767584,,872
11088,120,924,True,rome,100,70.71067811865476,medium,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,0,0.0,,872
7728,120,644,True,rome,100,170.71067811865476,medium,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,100,0.26146788990825687,,872
7728,120,644,True,rome,100,270.71067811865476,medium,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,200,0.26146788990825687,,872
7162,120,644,True,rome,100,470.71067811865476,medium,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,400,0.3155581039755352,,872
11088,300,924,True,rome,100,0.0,medium,10464,25,1300,cell,100,rome:60:214-0-s220:p0,0,0.0,,872
9192,300,766,True,rome,100,100.0,medium,10464,25,1300,cell,100,rome:60:214-0-s220:p0,100,0.12155963302752294,,872
8664,300,722,True,rome,100,200.0,medium,10464,25,1300,cell,100,rome:60:214-0-s220:p0,200,0.1720183486238532,,872
8210,300,761,True,rome,100,400.0,medium,10464,25,1300,cell,100,rome:60:214-0-s220:p0,400,0.2154051987767584,,872
11088,300,924,True,rome,100,70.71067811865476,medium,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,0,0.0,,872
7728,300,644,True,rome,100,170.71067811865476,medium,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,100,0.26146788990825687,,872
7728,300,644,True,rome,100,270.71067811865476,medium,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,200,0.26146788990825687,,872
7162,300,644,True,rome,100,470.71067811865476,medium,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,400,0.3155581039755352,,872
59400,60,924,True,rome,100,0.0,fine,58776,25,1300,cell,100,rome:60:214-0-s220:p0,0,0.0,,872
53676,60,847,True,rome,100,100.0,fine,58776,25,1300,cell,100,rome:60:214-0-s220:p0,100,0.08677011024908125,,872
51708,60,799,True,rome,100,200.0,fine,58776,25,1300,cell,100,rome:60:214-0-s220:p0,200,0.12025316455696203,,872
48312,60,761,True,rome,100,400.0,fine,58776,25,1300,cell,100,rome:60:214-0-s220:p0,400,0.17803184973458555,,872
59400,60,924,True,rome,100,70.71067811865476,fine,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,0,0.0,,872
52644,60,761,True,rome,100,170.71067811865476,fine,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,100,0.10432829726418946,,872
50004,60,773,True,rome,100,270.71067811865476,fine,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,200,0.14924458962841977,,872
48312,60,661,True,rome,100,470.71067811865476,fine,58776,25,1350,intra_cell,150,rome:60:214-0-s220:p0,400,0.17803184973458555,,872
11088,120,924,True,rome,100,0.0,fine,10464,25,1300,cell,100,rome:60:214-0-s220:p0,0,0.0,,872
9192,120,766,True,rome,100,100.0,fine,10464,25,1300,cell,100,rome:60:214-0-s220:p0,100,0.12155963302752294,,872
8664,120,722,True,rome,100,200.0,fine,10464,25,1300,cell,100,rome:60:214-0-s220:p0,200,0.1720183486238532,,872
8362,120,744,True,rome,100,400.0,fine,10464,25,1300,cell,100,rome:60:214-0-s220:p0,400,0.20087920489296637,,872
11088,120,924,True,rome,100,70.71067811865476,fine,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,0,0.0,,872
7728,120,644,True,rome,100,170.71067811865476,fine,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,100,0.26146788990825687,,872
7728,120,644,True,rome,100,270.71067811865476,fine,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,200,0.26146788990825687,,872
7030,120,683,True,rome,100,470.71067811865476,fine,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,400,0.32817278287461776,,872
11088,300,924,True,rome,100,0.0,fine,10464,25,1300,cell,100,rome:60:214-0-s220:p0,0,0.0,,872
9192,300,766,True,rome,100,100.0,fine,10464,25,1300,cell,100,rome:60:214-0-s220:p0,100,0.12155963302752294,,872
8664,300,722,True,rome,100,200.0,fine,10464,25,1300,cell,100,rome:60:214-0-s220:p0,200,0.1720183486238532,,872
8362,300,744,True,rome,100,400.0,fine,10464,25,1300,cell,100,rome:60:214-0-s220:p0,400,0.20087920489296637,,872
11088,300,924,True,rome,100,70.71067811865476,fine,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,0,0.0,,872
7728,300,644,True,rome,100,170.71067811865476,fine,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,100,0.26146788990825687,,872
7728,300,644,True,rome,100,270.71067811865476,fine,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,200,0.26146788990825687,,872
7030,300,683,True,rome,100,470.71067811865476,fine,10464,25,1350,intra_cell,150,rome:60:214-0-s220:p0,400,0.32817278287461776,,872
,60,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
262152,60,806,True,rome,100,100.0,coarse,266986,25,1300,cell,100,rome:60:229-0-s172:p0,100,0.01810581828260658,,755
262152,60,806,True,rome,100,200.0,coarse,266986,25,1300,cell,100,rome:60:229-0-s172:p0,200,0.01810581828260658,,755
262152,60,830,True,rome,100,400.0,coarse,266986,25,1300,cell,100,rome:60:229-0-s172:p0,400,0.01810581828260658,,755
,60,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
262152,60,616,True,rome,100,170.71067811865476,coarse,266986,25,1350,intra_cell,150,rome:60:229-0-s172:p0,100,0.01810581828260658,,755
262152,60,665,True,rome,100,270.71067811865476,coarse,266986,25,1350,intra_cell,150,rome:60:229-0-s172:p0,200,0.01810581828260658,,755
262152,60,665,True,rome,100,470.71067811865476,coarse,266986,25,1350,intra_cell,150,rome:60:229-0-s172:p0,400,0.01810581828260658,,755
,120,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
7532,120,661,True,rome,100,100.0,coarse,8836,25,1300,cell,100,rome:60:229-0-s172:p0,100,0.14757808963331825,,755
7010,120,661,True,rome,100,200.0,coarse,8836,25,1300,cell,100,rome:60:229-0-s172:p0,200,0.2066545948392938,,755
6440,120,644,True,rome,100,400.0,coarse,8836,25,1300,cell,100,rome:60:229-0-s172:p0,400,0.27116342236306024,,755
,120,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
6332,120,561,True,rome,100,170.71067811865476,coarse,8836,25,1350,intra_cell,150,rome:60:229-0-s172:p0,100,0.2833861475780896,,755
6010,120,561,True,rome,100,270.71067811865476,coarse,8836,25,1350,intra_cell,150,rome:60:229-0-s172:p0,200,0.3198279764599366,,755
5610,120,561,True,rome,100,470.71067811865476,coarse,8836,25,1350,intra_cell,150,rome:60:229-0-s172:p0,400,0.36509732910819376,,755
,300,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
7532,300,661,True,rome,100,100.0,coarse,8836,25,1300,cell,100,rome:60:229-0-s172:p0,100,0.14757808963331825,,755
7010,300,661,True,rome,100,200.0,coarse,8836,25,1300,cell,100,rome:60:229-0-s172:p0,200,0.2066545948392938,,755
6440,300,644,True,rome,100,400.0,coarse,8836,25,1300,cell,100,rome:60:229-0-s172:p0,400,0.27116342236306024,,755
,300,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
6332,300,561,True,rome,100,170.71067811865476,coarse,8836,25,1350,intra_cell,150,rome:60:229-0-s172:p0,100,0.2833861475780896,,755
6010,300,561,True,rome,100,270.71067811865476,coarse,8836,25,1350,intra_cell,150,rome:60:229-0-s172:p0,200,0.3198279764599366,,755
5610,300,561,True,rome,100,470.71067811865476,coarse,8836,25,1350,intra_cell,150,rome:60:229-0-s172:p0,400,0.36509732910819376,,755
,60,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
262152,60,806,True,rome,100,100.0,medium,266629,25,1300,cell,100,rome:60:229-0-s172:p0,100,0.016791121745946616,,755
262152,60,806,True,rome,100,200.0,medium,266629,25,1300,cell,100,rome:60:229-0-s172:p0,200,0.016791121745946616,,755
262152,60,830,True,rome,100,400.0,medium,266629,25,1300,cell,100,rome:60:229-0-s172:p0,400,0.016791121745946616,,755
,60,,False,rome,100,70.71067811865476,medium,,25,1350,intra_cell,150,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
262152,60,616,True,rome,100,170.71067811865476,medium,266629,25,1350,intra_cell,150,rome:60:229-0-s172:p0,100,0.016791121745946616,,755
262152,60,665,True,rome,100,270.71067811865476,medium,266629,25,1350,intra_cell,150,rome:60:229-0-s172:p0,200,0.016791121745946616,,755
262152,60,665,True,rome,100,470.71067811865476,medium,266629,25,1350,intra_cell,150,rome:60:229-0-s172:p0,400,0.016791121745946616,,755
,120,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
7313,120,683,True,rome,100,100.0,medium,8357,25,1300,cell,100,rome:60:229-0-s172:p0,100,0.1249252123967931,,755
6801,120,644,True,rome,100,200.0,medium,8357,25,1300,cell,100,rome:60:229-0-s172:p0,200,0.18619121694387938,,755
6440,120,644,True,rome,100,400.0,medium,8357,25,1300,cell,100,rome:60:229-0-s172:p0,400,0.22938853655618044,,755
,120,,False,rome,100,70.71067811865476,medium,,25,1350,intra_cell,150,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
6171,120,561,True,rome,100,170.71067811865476,medium,8357,25,1350,intra_cell,150,rome:60:229-0-s172:p0,100,0.26157712097642694,,755
5810,120,561,True,rome,100,270.71067811865476,medium,8357,25,1350,intra_cell,150,rome:60:229-0-s172:p0,200,0.304774440588728,,755
5610,120,561,True,rome,100,470.71067811865476,medium,8357,25,1350,intra_cell,150,rome:60:229-0-s172:p0,400,0.3287064736149336,,755
,300,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
7313,300,683,True,rome,100,100.0,medium,8357,25,1300,cell,100,rome:60:229-0-s172:p0,100,0.1249252123967931,,755
6801,300,644,True,rome,100,200.0,medium,8357,25,1300,cell,100,rome:60:229-0-s172:p0,200,0.18619121694387938,,755
6440,300,644,True,rome,100,400.0,medium,8357,25,1300,cell,100,rome:60:229-0-s172:p0,400,0.22938853655618044,,755
,300,,False,rome,100,70.71067811865476,medium,,25,1350,intra_cell,150,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
6171,300,561,True,rome,100,170.71067811865476,medium,8357,25,1350,intra_cell,150,rome:60:229-0-s172:p0,100,0.26157712097642694,,755
5810,300,561,True,rome,100,270.71067811865476,medium,8357,25,1350,intra_cell,150,rome:60:229-0-s172:p0,200,0.304774440588728,,755
5610,300,561,True,rome,100,470.71067811865476,medium,8357,25,1350,intra_cell,150,rome:60:229-0-s172:p0,400,0.3287064736149336,,755
,60,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
262152,60,806,True,rome,100,100.0,fine,266698,25,1300,cell,100,rome:60:229-0-s172:p0,100,0.017045497154084394,,755
262152,60,806,True,rome,100,200.0,fine,266698,25,1300,cell,100,rome:60:229-0-s172:p0,200,0.017045497154084394,,755
262152,60,830,True,rome,100,400.0,fine,266698,25,1300,cell,100,rome:60:229-0-s172:p0,400,0.017045497154084394,,755
,60,,False,rome,100,70.71067811865476,fine,,25,1350,intra_cell,150,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
262152,60,616,True,rome,100,170.71067811865476,fine,266698,25,1350,intra_cell,150,rome:60:229-0-s172:p0,100,0.017045497154084394,,755
262152,60,665,True,rome,100,270.71067811865476,fine,266698,25,1350,intra_cell,150,rome:60:229-0-s172:p0,200,0.017045497154084394,,755
262152,60,665,True,rome,100,470.71067811865476,fine,266698,25,1350,intra_cell,150,rome:60:229-0-s172:p0,400,0.017045497154084394,,755
,120,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
7332,120,661,True,rome,100,100.0,fine,8304,25,1300,cell,100,rome:60:229-0-s172:p0,100,0.11705202312138728,,755
6810,120,661,True,rome,100,200.0,fine,8304,25,1300,cell,100,rome:60:229-0-s172:p0,200,0.17991329479768786,,755
6440,120,644,True,rome,100,400.0,fine,8304,25,1300,cell,100,rome:60:229-0-s172:p0,400,0.22447013487475914,,755
,120,,False,rome,100,70.71067811865476,fine,,25,1350,intra_cell,150,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
6230,120,583,True,rome,100,170.71067811865476,fine,8304,25,1350,intra_cell,150,rome:60:229-0-s172:p0,100,0.2497591522157996,,755
5810,120,561,True,rome,100,270.71067811865476,fine,8304,25,1350,intra_cell,150,rome:60:229-0-s172:p0,200,0.3003371868978805,,755
5610,120,561,True,rome,100,470.71067811865476,fine,8304,25,1350,intra_cell,150,rome:60:229-0-s172:p0,400,0.32442196531791906,,755
,300,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
7332,300,661,True,rome,100,100.0,fine,8304,25,1300,cell,100,rome:60:229-0-s172:p0,100,0.11705202312138728,,755
6810,300,661,True,rome,100,200.0,fine,8304,25,1300,cell,100,rome:60:229-0-s172:p0,200,0.17991329479768786,,755
6440,300,644,True,rome,100,400.0,fine,8304,25,1300,cell,100,rome:60:229-0-s172:p0,400,0.22447013487475914,,755
,300,,False,rome,100,70.71067811865476,fine,,25,1350,intra_cell,150,rome:60:229-0-s172:p0,0,,no feasible adversarial claim under enabled constraints,755
6230,300,583,True,rome,100,170.71067811865476,fine,8304,25,1350,intra_cell,150,rome:60:229-0-s172:p0,100,0.2497591522157996,,755
5810,300,561,True,rome,100,270.71067811865476,fine,8304,25,1350,intra_cell,150,rome:60:229-0-s172:p0,200,0.3003371868978805,,755
5610,300,561,True,rome,100,470.71067811865476,fine,8304,25,1350,intra_cell,150,rome:60:229-0-s172:p0,400,0.32442196531791906,,755
,60,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:234-0-s260:p0,0,,no feasible adversarial claim under enabled constraints,882
171728,60,906,True,rome,100,100.0,coarse,176998,25,1300,cell,100,rome:60:234-0-s260:p0,100,0.029774347732742745,,882
170488,60,783,True,rome,100,200.0,coarse,176998,25,1300,cell,100,rome:60:234-0-s260:p0,200,0.036780076611035155,,882
169488,60,722,True,rome,100,400.0,coarse,176998,25,1300,cell,100,rome:60:234-0-s260:p0,400,0.042429857964496775,,882
,60,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:234-0-s260:p0,0,,no feasible adversarial claim under enabled constraints,882
