dataset,branch,distance_bucket_m,neighbor_radius_cells,n,skip_count,min_savings,mean_savings,median_savings,p95_savings
rome,no_cadence,25,2,13,149,0.0,0.00011916207043516726,0.0,0.001102718200363897
rome,no_continuity,25,2,162,0,0.0,0.0,0.0,0.0
rome,no_continuity_osnma_lifted,25,2,132,30,0.0004463887152932774,0.037685059366372495,0.025464673777387363,0.11661779616891836
rome,no_zone_binding,25,2,162,0,0.0,0.005622178007825401,0.0020081709707477757,0.021166536987406705
