baseline,epsilon,malicious_rate,attack_type,n_rounds,n_users,avg_malicious_reject_rate,avg_false_reject_rate,avg_jaccard,avg_rmse,avg_relative_error,std_jaccard,std_rmse,prover_ms,verifier_ms,proof_bytes
prio3,1.0,0.1,A1,10,50,0.0,0.0,0.2839619937540573,0.3903227947416991,0.9055045865496989,0.04553543673274508,0.002848842752664263,2.1898899400000005,0.8109846399999998,167376
rofl,1.0,0.1,A1,10,50,0.9,0.0,0.290914848556176,0.3899771145079602,0.9055045865496989,0.049205601243699965,0.002801813706384905,2.654077939999999,0.4117662800000002,608
corgi,1.0,0.1,A1,10,50,0.0,0.0,0.02066752133065234,0.4268924806281921,0.9863395580994689,0.013369825792655853,0.001676300423145468,0.0,0.0,0
