baseline,epsilon,malicious_rate,attack_type,n_rounds,n_users,avg_malicious_reject_rate,avg_false_reject_rate,avg_jaccard,avg_rmse,avg_relative_error,std_jaccard,std_rmse
nebula,1.0,0.0,random,10,50,0.0,0.0,0.9,2.32569959826277,0.9903930283936082,0.2,0.04782905563934873
nebula,1.0,0.1,random,10,50,0.0,0.0,1.0,2.321211478548621,0.9930855271979594,0.0,0.04140170282651859
nebula,1.0,0.3,random,10,50,0.0,0.0,0.9333333333333332,2.3901105082354657,0.9933570542895204,0.19999999999999998,0.030635413524800807
ldp,1.0,0.0,random,10,50,0.0,0.0,0.0037735849056603774,409.54006111373593,18.860704415901402,0.007547169811320754,0.001449116228948818
ldp,1.0,0.1,random,10,50,0.0,0.0,0.0037735849056603774,409.5400611137359,18.860704415901402,0.007547169811320754,0.0014491162289626863
ldp,1.0,0.3,random,10,50,0.0,0.0,0.0018867924528301887,409.5404853717352,11.71790413019617,0.005660377358490565,0.0008485145336862843
eiffel,1.0,0.0,random,10,50,0.0,0.0,0.808584965086513,2.3010293642046906,0.8999999997499467,0.11298057255409333,0.010191421282535654
eiffel,1.0,0.1,random,10,50,0.0,0.0,0.6783220611916264,2.329741569886182,0.900455373156138,0.08223092763170421,0.010208699440612399
eiffel,1.0,0.3,random,10,50,0.0,0.0,0.3535897435897436,2.3775055197075012,0.9198231436134586,0.01680221017990348,0.005244402765242814
