mode,malicious_rate,avg_malicious_reject_rate,avg_false_reject_rate,avg_jaccard,std_jaccard,avg_rmse,std_rmse,avg_cells_kept_post
full,0.0,0.0,0.0,0.0,0.0,0.033166247903554,0.0,0.0
