mode,malicious_rate,avg_malicious_reject_rate,avg_false_reject_rate,avg_jaccard,std_jaccard,avg_rmse,std_rmse,avg_cells_kept_post
full,0.1,1.0,0.10683000000000001,0.65,0.29297326385411576,2.353516804254027,0.11519002167454646,2.5
