baseline,epsilon,malicious_rate,attack_type,round,n_users,n_malicious,malicious_reject_rate,false_reject_rate,jaccard,rmse,relative_error,prover_ms,verifier_ms,proof_bytes
prio3,1.0,0.1,A5,1,50,3,0.0,0.0,0.352112676056338,0.38496753109840315,0.9068206634347834,3.8985696099999996,1.4845733099999996,167376
prio3,1.0,0.1,A5,2,50,3,0.0,0.0,0.2972972972972973,0.3847076812334269,0.9158802964494039,3.8985696099999996,1.4845733099999996,167376
prio3,1.0,0.1,A5,3,50,3,0.0,0.0,0.22077922077922077,0.39115214431215894,0.8951179548382691,3.8985696099999996,1.4845733099999996,167376
prio3,1.0,0.1,A5,4,50,3,0.0,0.0,0.2727272727272727,0.3916631205513228,0.891224333176986,3.8985696099999996,1.4845733099999996,167376
prio3,1.0,0.1,A5,5,50,3,0.0,0.0,0.2972972972972973,0.387556447501522,0.9000928346966411,3.8985696099999996,1.4845733099999996,167376
prio3,1.0,0.1,A5,6,50,3,0.0,0.0,0.373134328358209,0.382099463490856,0.9097859321094462,3.8985696099999996,1.4845733099999996,167376
prio3,1.0,0.1,A5,7,50,3,0.0,0.0,0.32432432432432434,0.3888444419044716,0.8980340754145145,3.8985696099999996,1.4845733099999996,167376
prio3,1.0,0.1,A5,8,50,3,0.0,0.0,0.24675324675324675,0.3872983346207417,0.9009993440870113,3.8985696099999996,1.4845733099999996,167376
prio3,1.0,0.1,A5,9,50,3,0.0,0.0,0.24324324324324326,0.3906404996924922,0.8879696368096002,3.8985696099999996,1.4845733099999996,167376
prio3,1.0,0.1,A5,10,50,3,0.0,0.0,0.2727272727272727,0.39319206502674997,0.884764088541888,3.8985696099999996,1.4845733099999996,167376
rofl,1.0,0.1,A5,1,50,3,0.0,0.0,0.352112676056338,0.38496753109840315,0.9068206634347834,6.1323037800000035,0.7793449900000003,608
rofl,1.0,0.1,A5,2,50,3,0.0,0.0,0.2972972972972973,0.3847076812334269,0.9158802964494039,6.1323037800000035,0.7793449900000003,608
rofl,1.0,0.1,A5,3,50,3,0.0,0.0,0.22077922077922077,0.39115214431215894,0.8951179548382691,6.1323037800000035,0.7793449900000003,608
rofl,1.0,0.1,A5,4,50,3,0.0,0.0,0.2727272727272727,0.3916631205513228,0.891224333176986,6.1323037800000035,0.7793449900000003,608
rofl,1.0,0.1,A5,5,50,3,0.0,0.0,0.2972972972972973,0.387556447501522,0.9000928346966411,6.1323037800000035,0.7793449900000003,608
rofl,1.0,0.1,A5,6,50,3,0.0,0.0,0.373134328358209,0.382099463490856,0.9097859321094462,6.1323037800000035,0.7793449900000003,608
rofl,1.0,0.1,A5,7,50,3,0.0,0.0,0.32432432432432434,0.3888444419044716,0.8980340754145145,6.1323037800000035,0.7793449900000003,608
rofl,1.0,0.1,A5,8,50,3,0.0,0.0,0.24675324675324675,0.3872983346207417,0.9009993440870113,6.1323037800000035,0.7793449900000003,608
rofl,1.0,0.1,A5,9,50,3,0.0,0.0,0.24324324324324326,0.3906404996924922,0.8879696368096002,6.1323037800000035,0.7793449900000003,608
rofl,1.0,0.1,A5,10,50,3,0.0,0.0,0.2727272727272727,0.39319206502674997,0.884764088541888,6.1323037800000035,0.7793449900000003,608
corgi,1.0,0.1,A5,1,50,3,0.0,0.0,0.02040816326530612,0.42638011210655685,0.988488422229633,0.0,0.0,0
corgi,1.0,0.1,A5,2,50,3,0.0,0.0,0.06382978723404255,0.4221374183841087,0.9888324589233285,0.0,0.0,0
corgi,1.0,0.1,A5,3,50,3,0.0,0.0,0.02040816326530612,0.42473521163190603,0.9770205323294037,0.0,0.0,0
corgi,1.0,0.1,A5,4,50,3,0.0,0.0,0.0,0.42778499272414877,0.9762996935383338,0.0,0.0,0
corgi,1.0,0.1,A5,5,50,3,0.0,0.0,0.030927835051546393,0.42497058721751557,0.9733508075648852,0.0,0.0,0
corgi,1.0,0.1,A5,6,50,3,0.0,0.0,0.05263157894736842,0.42142615011410955,0.9789591518147908,0.0,0.0,0
corgi,1.0,0.1,A5,7,50,3,0.0,0.0,0.010309278350515464,0.42638011210655685,0.9785932715185833,0.0,0.0,0
corgi,1.0,0.1,A5,8,50,3,0.0,0.0,0.05263157894736842,0.42142615011410955,0.9749180858485247,0.0,0.0,0
corgi,1.0,0.1,A5,9,50,3,0.0,0.0,0.041666666666666664,0.4230839160261236,0.9718217555755887,0.0,0.0,0
corgi,1.0,0.1,A5,10,50,3,0.0,0.0,0.02040816326530612,0.42778499272414877,0.9778287455273117,0.0,0.0,0
