mode,malicious_rate,avg_malicious_reject_rate,avg_false_reject_rate,avg_jaccard,std_jaccard,avg_rmse,std_rmse,avg_cells_kept_post
full,0.1,1.0,0.0,0.0,0.0,0.23622023622035435,0.0,0.0
