baseline,epsilon,malicious_rate,attack_type,n_rounds,n_users,avg_malicious_reject_rate,avg_false_reject_rate,avg_jaccard,avg_rmse,avg_relative_error,std_jaccard,std_rmse,prover_ms,verifier_ms,proof_bytes
prio3,1.0,0.1,A3,10,50,0.0,0.0,0.28460210755206583,0.39032237196981295,0.9050458709538274,0.044909236554901956,0.0029061899213514483,6.314107560000002,2.17126867,167376
rofl,1.0,0.1,A3,10,50,0.0,0.0,0.28460210755206583,0.39032237196981295,0.9050458709538274,0.044909236554901956,0.0029061899213514483,5.5560288,0.8985066999999997,608
corgi,1.0,0.1,A3,10,50,0.0,0.0,0.023845083627755514,0.4265866140371954,0.9864050888988892,0.01642676177858751,0.0019648725864197156,0.0,0.0,0
