baseline,epsilon,malicious_rate,attack_type,n_rounds,n_users,avg_malicious_reject_rate,avg_false_reject_rate,avg_jaccard,avg_rmse,avg_relative_error,std_jaccard,std_rmse,prover_ms,verifier_ms,proof_bytes
prio3,1.0,0.1,A5,10,50,0.0,0.0,0.2900396179563723,0.38821217294321453,0.8990689159558544,0.04636661749388356,0.0033628527633087642,3.8985696099999996,1.4845733099999996,167376
rofl,1.0,0.1,A5,10,50,0.0,0.0,0.2900396179563723,0.38821217294321453,0.8990689159558544,0.04636661749388356,0.0033628527633087642,6.1323037800000035,0.7793449900000003,608
corgi,1.0,0.1,A5,10,50,0.0,0.0,0.03132212149934263,0.4246109643149284,0.9786112924870383,0.019626659641719026,0.00235137907334943,0.0,0.0,0
