mode,malicious_rate,avg_malicious_reject_rate,avg_false_reject_rate,avg_jaccard,std_jaccard,avg_rmse,std_rmse,avg_cells_kept_post
full,0.1,1.0,0.11364,0.39919028340080975,0.01785053253850087,4.259201157589191,0.4680471832321631,130.1
no_integ,0.1,0.0,0.0,0.42893095524674474,0.022654461837942102,5.659597044142176,0.014754318276668024,151.3
