mode,malicious_rate,avg_malicious_reject_rate,avg_false_reject_rate,avg_jaccard,std_jaccard,avg_rmse,std_rmse,avg_cells_kept_post
no_integ,0.1,0.0,0.0,1.0,0.0,2.2414447584252684,0.09722451138210089,1.4
