dataset,period_id,mode,empirical_anonymity_set,empirical_entropy_bits,distance_tol_m,fee_tol_cents
rome,rome:60:24-0-s50:p3,odometer_only_statement,42,5.392317422778761,100,
rome,rome:60:24-0-s50:p4,zone_priced_statement,3,1.584962500721156,100,27809
rome,rome:60:24-0-s50:p4,mixed_statement,6,2.584962500721156,100,
rome,rome:60:24-0-s50:p4,odometer_only_statement,48,5.584962500721156,100,
rome,rome:60:243-0-s57:p0,zone_priced_statement,2,1.0,100,2950
rome,rome:60:243-0-s57:p0,mixed_statement,2,1.0,100,
rome,rome:60:243-0-s57:p0,odometer_only_statement,23,4.523561956057013,100,
rome,rome:60:243-0-s91:p0,zone_priced_statement,2,1.0,100,3227
rome,rome:60:243-0-s91:p0,mixed_statement,2,1.0,100,
rome,rome:60:243-0-s91:p0,odometer_only_statement,15,3.9068905956085187,100,
rome,rome:60:243-0-s91:p1,zone_priced_statement,5,2.321928094887362,100,9914
rome,rome:60:243-0-s91:p1,mixed_statement,5,2.321928094887362,100,
rome,rome:60:243-0-s91:p1,odometer_only_statement,45,5.491853096329675,100,
rome,rome:60:243-0-s94:p0,zone_priced_statement,2,1.0,100,8135
rome,rome:60:243-0-s94:p0,mixed_statement,2,1.0,100,
rome,rome:60:243-0-s94:p0,odometer_only_statement,18,4.169925001442312,100,
rome,rome:60:249-0-s139:p0,zone_priced_statement,2,1.0,259,14596
rome,rome:60:249-0-s139:p0,mixed_statement,2,1.0,259,
rome,rome:60:249-0-s139:p0,odometer_only_statement,5,2.321928094887362,259,
rome,rome:60:254-0-s329:p0,zone_priced_statement,1,0.0,100,19997
rome,rome:60:254-0-s329:p0,mixed_statement,1,0.0,100,
rome,rome:60:254-0-s329:p0,odometer_only_statement,18,4.169925001442312,100,
rome,rome:60:256-0-s375:p0,zone_priced_statement,3,1.584962500721156,100,12882
rome,rome:60:256-0-s375:p0,mixed_statement,3,1.584962500721156,100,
rome,rome:60:256-0-s375:p0,odometer_only_statement,15,3.9068905956085187,100,
rome,rome:60:257-0-s123:p0,zone_priced_statement,3,1.584962500721156,100,15208
rome,rome:60:257-0-s123:p0,mixed_statement,3,1.584962500721156,100,
rome,rome:60:257-0-s123:p0,odometer_only_statement,18,4.169925001442312,100,
rome,rome:60:257-0-s123:p1,zone_priced_statement,2,1.0,130,25846
rome,rome:60:257-0-s123:p1,mixed_statement,2,1.0,130,
rome,rome:60:257-0-s123:p1,odometer_only_statement,10,3.321928094887362,130,
rome,rome:60:260-0-s115:p0,zone_priced_statement,1,0.0,239,24287
rome,rome:60:260-0-s115:p0,mixed_statement,1,0.0,239,
rome,rome:60:260-0-s115:p0,odometer_only_statement,4,2.0,239,
rome,rome:60:260-0-s14:p0,zone_priced_statement,2,1.0,100,12397
rome,rome:60:260-0-s14:p0,mixed_statement,2,1.0,100,
rome,rome:60:260-0-s14:p0,odometer_only_statement,21,4.392317422778761,100,
rome,rome:60:268-0-s46:p0,zone_priced_statement,6,2.584962500721156,100,13051
rome,rome:60:268-0-s46:p0,mixed_statement,6,2.584962500721156,100,
rome,rome:60:268-0-s46:p0,odometer_only_statement,18,4.169925001442312,100,
rome,rome:60:275-0-s235:p0,zone_priced_statement,2,1.0,100,3190
rome,rome:60:275-0-s235:p0,mixed_statement,2,1.0,100,
rome,rome:60:275-0-s235:p0,odometer_only_statement,17,4.087462841250339,100,
rome,rome:60:275-0-s290:p0,zone_priced_statement,2,1.0,100,2837
rome,rome:60:275-0-s290:p0,mixed_statement,2,1.0,100,
rome,rome:60:275-0-s290:p0,odometer_only_statement,33,5.044394119358453,100,
rome,rome:60:275-0-s376:p0,zone_priced_statement,2,1.0,197,9535
rome,rome:60:275-0-s376:p0,mixed_statement,2,1.0,197,
rome,rome:60:275-0-s376:p0,odometer_only_statement,2,1.0,197,
rome,rome:60:289-0-s12:p0,zone_priced_statement,2,1.0,100,18090
rome,rome:60:289-0-s12:p0,mixed_statement,2,1.0,100,
rome,rome:60:289-0-s12:p0,odometer_only_statement,13,3.700439718141092,100,
rome,rome:60:289-0-s30:p0,zone_priced_statement,3,1.584962500721156,100,22116
rome,rome:60:289-0-s30:p0,mixed_statement,3,1.584962500721156,100,
rome,rome:60:289-0-s30:p0,odometer_only_statement,26,4.700439718141092,100,
rome,rome:60:289-0-s77:p0,zone_priced_statement,1,0.0,121,18370
rome,rome:60:289-0-s77:p0,mixed_statement,1,0.0,121,
rome,rome:60:289-0-s77:p0,odometer_only_statement,8,3.0,121,
rome,rome:60:289-0-s94:p0,zone_priced_statement,1,0.0,168,18618
rome,rome:60:289-0-s94:p0,mixed_statement,1,0.0,168,
rome,rome:60:289-0-s94:p0,odometer_only_statement,6,2.584962500721156,168,
rome,rome:60:290-0-s103:p0,zone_priced_statement,2,1.0,206,9591
rome,rome:60:290-0-s103:p0,mixed_statement,2,1.0,206,
rome,rome:60:290-0-s103:p0,odometer_only_statement,2,1.0,206,
rome,rome:60:290-0-s103:p1,zone_priced_statement,3,1.584962500721156,100,9836
rome,rome:60:290-0-s103:p1,mixed_statement,3,1.584962500721156,100,
rome,rome:60:290-0-s103:p1,odometer_only_statement,45,5.491853096329675,100,
rome,rome:60:290-0-s119:p0,zone_priced_statement,5,2.321928094887362,100,9928
rome,rome:60:290-0-s119:p0,mixed_statement,5,2.321928094887362,100,
rome,rome:60:290-0-s119:p0,odometer_only_statement,48,5.584962500721156,100,
rome,rome:60:290-0-s34:p0,zone_priced_statement,9,3.169925001442312,100,14696
rome,rome:60:290-0-s34:p0,mixed_statement,9,3.169925001442312,100,
rome,rome:60:290-0-s34:p0,odometer_only_statement,48,5.584962500721156,100,
rome,rome:60:290-0-s36:p0,zone_priced_statement,5,2.321928094887362,100,17509
rome,rome:60:290-0-s36:p0,mixed_statement,5,2.321928094887362,100,
rome,rome:60:290-0-s36:p0,odometer_only_statement,46,5.523561956057013,100,
rome,rome:60:290-0-s36:p1,zone_priced_statement,2,1.0,100,5310
rome,rome:60:290-0-s36:p1,mixed_statement,2,1.0,100,
rome,rome:60:290-0-s36:p1,odometer_only_statement,31,4.954196310386875,100,
rome,rome:60:290-0-s36:p2,zone_priced_statement,4,2.0,100,17406
rome,rome:60:290-0-s36:p2,mixed_statement,4,2.0,100,
rome,rome:60:290-0-s36:p2,odometer_only_statement,21,4.392317422778761,100,
rome,rome:60:293-0-s42:p0,zone_priced_statement,2,1.0,100,12505
rome,rome:60:293-0-s42:p0,mixed_statement,2,1.0,100,
rome,rome:60:293-0-s42:p0,odometer_only_statement,23,4.523561956057013,100,
rome,rome:60:297-1-s52:p0,zone_priced_statement,1,0.0,100,33008
rome,rome:60:297-1-s52:p0,mixed_statement,1,0.0,100,
rome,rome:60:297-1-s52:p0,odometer_only_statement,16,4.0,100,
rome,rome:60:297-1-s52:p1,zone_priced_statement,2,1.0,100,27695
rome,rome:60:297-1-s52:p1,mixed_statement,3,1.584962500721156,100,
rome,rome:60:297-1-s52:p1,odometer_only_statement,29,4.857980995127572,100,
rome,rome:60:306-0-s25:p0,zone_priced_statement,2,1.0,264,19344
rome,rome:60:306-0-s25:p0,mixed_statement,2,1.0,264,
rome,rome:60:306-0-s25:p0,odometer_only_statement,5,2.321928094887362,264,
rome,rome:60:306-0-s68:p0,zone_priced_statement,1,0.0,141,15578
rome,rome:60:306-0-s68:p0,mixed_statement,1,0.0,141,
rome,rome:60:306-0-s68:p0,odometer_only_statement,6,2.584962500721156,141,
rome,rome:60:309-0-s267:p0,zone_priced_statement,2,1.0,100,22291
rome,rome:60:309-0-s267:p0,mixed_statement,2,1.0,100,
rome,rome:60:309-0-s267:p0,odometer_only_statement,18,4.169925001442312,100,
rome,rome:60:309-0-s61:p0,zone_priced_statement,1,0.0,100,2718
rome,rome:60:309-0-s61:p0,mixed_statement,1,0.0,100,
rome,rome:60:309-0-s61:p0,odometer_only_statement,47,5.554588851677638,100,
rome,rome:60:309-0-s61:p1,zone_priced_statement,5,2.321928094887362,100,9949
rome,rome:60:309-0-s61:p1,mixed_statement,5,2.321928094887362,100,
rome,rome:60:309-0-s61:p1,odometer_only_statement,43,5.426264754702098,100,
rome,rome:60:326-0-s63:p0,zone_priced_statement,1,0.0,148,25655
rome,rome:60:326-0-s63:p0,mixed_statement,1,0.0,148,
rome,rome:60:326-0-s63:p0,odometer_only_statement,6,2.584962500721156,148,
rome,rome:60:326-0-s63:p1,zone_priced_statement,4,2.0,100,12998
rome,rome:60:326-0-s63:p1,mixed_statement,4,2.0,100,
rome,rome:60:326-0-s63:p1,odometer_only_statement,17,4.087462841250339,100,
rome,rome:60:326-0-s82:p0,zone_priced_statement,4,2.0,100,24196
rome,rome:60:326-0-s82:p0,mixed_statement,5,2.321928094887362,100,
rome,rome:60:326-0-s82:p0,odometer_only_statement,31,4.954196310386875,100,
rome,rome:60:329-0-s52:p0,zone_priced_statement,2,1.0,100,27858
rome,rome:60:329-0-s52:p0,mixed_statement,2,1.0,100,
rome,rome:60:329-0-s52:p0,odometer_only_statement,43,5.426264754702098,100,
rome,rome:60:329-0-s55:p0,zone_priced_statement,2,1.0,134,23824
rome,rome:60:329-0-s55:p0,mixed_statement,2,1.0,134,
rome,rome:60:329-0-s55:p0,odometer_only_statement,7,2.807354922057604,134,
rome,rome:60:329-0-s55:p1,zone_priced_statement,1,0.0,100,32978
rome,rome:60:329-0-s55:p1,mixed_statement,8,3.0,100,
rome,rome:60:329-0-s55:p1,odometer_only_statement,47,5.554588851677638,100,
rome,rome:60:336-0-s227:p0,zone_priced_statement,3,1.584962500721156,100,22241
rome,rome:60:336-0-s227:p0,mixed_statement,3,1.584962500721156,100,
rome,rome:60:336-0-s227:p0,odometer_only_statement,15,3.9068905956085187,100,
rome,rome:60:336-0-s227:p1,zone_priced_statement,2,1.0,100,24351
rome,rome:60:336-0-s227:p1,mixed_statement,5,2.321928094887362,100,
rome,rome:60:336-0-s227:p1,odometer_only_statement,44,5.459431618637297,100,
rome,rome:60:353-0-s131:p0,zone_priced_statement,2,1.0,100,26166
rome,rome:60:353-0-s131:p0,mixed_statement,2,1.0,100,
rome,rome:60:353-0-s131:p0,odometer_only_statement,17,4.087462841250339,100,
rome,rome:60:353-0-s219:p0,zone_priced_statement,1,0.0,100,28603
rome,rome:60:353-0-s219:p0,mixed_statement,1,0.0,100,
rome,rome:60:353-0-s219:p0,odometer_only_statement,19,4.247927513443585,100,
rome,rome:60:360-0-s126:p0,zone_priced_statement,3,1.584962500721156,119,10854
rome,rome:60:360-0-s126:p0,mixed_statement,3,1.584962500721156,119,
rome,rome:60:360-0-s126:p0,odometer_only_statement,9,3.169925001442312,119,
rome,rome:60:366-0-s105:p0,zone_priced_statement,4,2.0,100,19579
rome,rome:60:366-0-s105:p0,mixed_statement,4,2.0,100,
rome,rome:60:366-0-s105:p0,odometer_only_statement,33,5.044394119358453,100,
rome,rome:60:43-1-s109:p0,zone_priced_statement,1,0.0,100,25081
rome,rome:60:43-1-s109:p0,mixed_statement,1,0.0,100,
rome,rome:60:43-1-s109:p0,odometer_only_statement,18,4.169925001442312,100,
rome,rome:60:43-1-s80:p0,zone_priced_statement,3,1.584962500721156,100,15637
rome,rome:60:43-1-s80:p0,mixed_statement,3,1.584962500721156,100,
rome,rome:60:43-1-s80:p0,odometer_only_statement,18,4.169925001442312,100,
rome,rome:60:45-0-s4:p0,zone_priced_statement,2,1.0,100,20255
rome,rome:60:45-0-s4:p0,mixed_statement,2,1.0,100,
rome,rome:60:45-0-s4:p0,odometer_only_statement,15,3.9068905956085187,100,
rome,rome:60:45-0-s4:p1,zone_priced_statement,3,1.584962500721156,100,22324
rome,rome:60:45-0-s4:p1,mixed_statement,3,1.584962500721156,100,
rome,rome:60:45-0-s4:p1,odometer_only_statement,26,4.700439718141092,100,
rome,rome:60:46-0-s41:p0,zone_priced_statement,7,2.807354922057604,100,22013
rome,rome:60:46-0-s41:p0,mixed_statement,8,3.0,100,
rome,rome:60:46-0-s41:p0,odometer_only_statement,49,5.614709844115208,100,
rome,rome:60:46-0-s41:p1,zone_priced_statement,5,2.321928094887362,100,24761
rome,rome:60:46-0-s41:p1,mixed_statement,7,2.807354922057604,100,
rome,rome:60:46-0-s41:p1,odometer_only_statement,44,5.459431618637297,100,
rome,rome:60:46-0-s49:p0,zone_priced_statement,2,1.0,100,25274
rome,rome:60:46-0-s49:p0,mixed_statement,2,1.0,100,
rome,rome:60:46-0-s49:p0,odometer_only_statement,14,3.807354922057604,100,
rome,rome:60:46-0-s56:p0,zone_priced_statement,5,2.321928094887362,100,17263
rome,rome:60:46-0-s56:p0,mixed_statement,5,2.321928094887362,100,
rome,rome:60:46-0-s56:p0,odometer_only_statement,45,5.491853096329675,100,
rome,rome:60:46-0-s56:p1,zone_priced_statement,4,2.0,100,19339
rome,rome:60:46-0-s56:p1,mixed_statement,4,2.0,100,
rome,rome:60:46-0-s56:p1,odometer_only_statement,23,4.523561956057013,100,
rome,rome:60:46-0-s56:p2,zone_priced_statement,4,2.0,100,17137
rome,rome:60:46-0-s56:p2,mixed_statement,4,2.0,100,
rome,rome:60:46-0-s56:p2,odometer_only_statement,49,5.614709844115208,100,
rome,rome:60:46-0-s56:p3,zone_priced_statement,6,2.584962500721156,100,19403
rome,rome:60:46-0-s56:p3,mixed_statement,6,2.584962500721156,100,
rome,rome:60:46-0-s56:p3,odometer_only_statement,33,5.044394119358453,100,
rome,rome:60:46-0-s65:p0,zone_priced_statement,2,1.0,118,13453
rome,rome:60:46-0-s65:p0,mixed_statement,2,1.0,118,
rome,rome:60:46-0-s65:p0,odometer_only_statement,8,3.0,118,
rome,rome:60:46-0-s89:p0,zone_priced_statement,4,2.0,100,19543
rome,rome:60:46-0-s89:p0,mixed_statement,4,2.0,100,
rome,rome:60:46-0-s89:p0,odometer_only_statement,45,5.491853096329675,100,
rome,rome:60:47-0-s268:p0,zone_priced_statement,4,2.0,100,19237
rome,rome:60:47-0-s268:p0,mixed_statement,5,2.321928094887362,100,
rome,rome:60:47-0-s268:p0,odometer_only_statement,33,5.044394119358453,100,
rome,rome:60:51-1-s193:p0,zone_priced_statement,1,0.0,157,8968
rome,rome:60:51-1-s193:p0,mixed_statement,1,0.0,157,
rome,rome:60:51-1-s193:p0,odometer_only_statement,5,2.321928094887362,157,
rome,rome:60:53-0-s98:p0,zone_priced_statement,4,2.0,100,24262
rome,rome:60:53-0-s98:p0,mixed_statement,7,2.807354922057604,100,
rome,rome:60:53-0-s98:p0,odometer_only_statement,48,5.584962500721156,100,
rome,rome:60:58-0-s2:p0,zone_priced_statement,1,0.0,100,10519
rome,rome:60:58-0-s2:p0,mixed_statement,1,0.0,100,
rome,rome:60:58-0-s2:p0,odometer_only_statement,16,4.0,100,
rome,rome:60:58-0-s8:p0,zone_priced_statement,2,1.0,100,10106
rome,rome:60:58-0-s8:p0,mixed_statement,2,1.0,100,
rome,rome:60:58-0-s8:p0,odometer_only_statement,28,4.807354922057604,100,
rome,rome:60:58-1-s27:p0,zone_priced_statement,2,1.0,100,5151
rome,rome:60:58-1-s27:p0,mixed_statement,2,1.0,100,
rome,rome:60:58-1-s27:p0,odometer_only_statement,40,5.321928094887363,100,
rome,rome:60:66-0-s9:p0,zone_priced_statement,1,0.0,100,20652
rome,rome:60:66-0-s9:p0,mixed_statement,1,0.0,100,
rome,rome:60:66-0-s9:p0,odometer_only_statement,19,4.247927513443585,100,
rome,rome:60:67-1-s1:p0,zone_priced_statement,3,1.584962500721156,100,24463
rome,rome:60:67-1-s1:p0,mixed_statement,3,1.584962500721156,100,
rome,rome:60:67-1-s1:p0,odometer_only_statement,17,4.087462841250339,100,
rome,rome:60:68-0-s112:p0,zone_priced_statement,3,1.584962500721156,100,7332
rome,rome:60:68-0-s112:p0,mixed_statement,3,1.584962500721156,100,
rome,rome:60:68-0-s112:p0,odometer_only_statement,33,5.044394119358453,100,
rome,rome:60:68-0-s234:p0,zone_priced_statement,3,1.584962500721156,100,14814
rome,rome:60:68-0-s234:p0,mixed_statement,3,1.584962500721156,100,
rome,rome:60:68-0-s234:p0,odometer_only_statement,33,5.044394119358453,100,
rome,rome:60:70-0-s118:p0,zone_priced_statement,4,2.0,100,15221
rome,rome:60:70-0-s118:p0,mixed_statement,4,2.0,100,
rome,rome:60:70-0-s118:p0,odometer_only_statement,15,3.9068905956085187,100,
rome,rome:60:70-0-s141:p0,zone_priced_statement,3,1.584962500721156,176,13917
rome,rome:60:70-0-s141:p0,mixed_statement,3,1.584962500721156,176,
rome,rome:60:70-0-s141:p0,odometer_only_statement,4,2.0,176,
rome,rome:60:70-0-s152:p0,zone_priced_statement,9,3.169925001442312,100,14773
rome,rome:60:70-0-s152:p0,mixed_statement,9,3.169925001442312,100,
rome,rome:60:70-0-s152:p0,odometer_only_statement,46,5.523561956057013,100,
rome,rome:60:70-0-s162:p0,zone_priced_statement,4,2.0,100,19542
rome,rome:60:70-0-s162:p0,mixed_statement,4,2.0,100,
rome,rome:60:70-0-s162:p0,odometer_only_statement,45,5.491853096329675,100,
rome,rome:60:70-0-s172:p0,zone_priced_statement,3,1.584962500721156,100,19645
rome,rome:60:70-0-s172:p0,mixed_statement,3,1.584962500721156,100,
rome,rome:60:70-0-s172:p0,odometer_only_statement,38,5.247927513443585,100,
rome,rome:60:70-0-s57:p0,zone_priced_statement,2,1.0,100,7520
rome,rome:60:70-0-s57:p0,mixed_statement,2,1.0,100,
rome,rome:60:70-0-s57:p0,odometer_only_statement,40,5.321928094887363,100,
rome,rome:60:70-0-s57:p1,zone_priced_statement,5,2.321928094887362,100,17202
rome,rome:60:70-0-s57:p1,mixed_statement,6,2.584962500721156,100,
rome,rome:60:70-0-s57:p1,odometer_only_statement,31,4.954196310386875,100,
rome,rome:60:70-0-s57:p2,zone_priced_statement,2,1.0,100,24387
rome,rome:60:70-0-s57:p2,mixed_statement,4,2.0,100,
rome,rome:60:70-0-s57:p2,odometer_only_statement,36,5.169925001442312,100,
rome,rome:60:70-0-s78:p0,zone_priced_statement,3,1.584962500721156,100,19637
rome,rome:60:70-0-s78:p0,mixed_statement,3,1.584962500721156,100,
rome,rome:60:70-0-s78:p0,odometer_only_statement,37,5.20945336562895,100,
rome,rome:60:72-0-s234:p0,zone_priced_statement,1,0.0,100,7662
rome,rome:60:72-0-s234:p0,mixed_statement,1,0.0,100,
rome,rome:60:72-0-s234:p0,odometer_only_statement,28,4.807354922057604,100,
rome,rome:60:78-0-s44:p0,zone_priced_statement,1,0.0,100,11936
rome,rome:60:78-0-s44:p0,mixed_statement,1,0.0,100,
rome,rome:60:78-0-s44:p0,odometer_only_statement,21,4.392317422778761,100,
rome,rome:60:83-0-s152:p0,zone_priced_statement,9,3.169925001442312,100,14624
rome,rome:60:83-0-s152:p0,mixed_statement,9,3.169925001442312,100,
rome,rome:60:83-0-s152:p0,odometer_only_statement,45,5.491853096329675,100,
rome,rome:60:83-0-s41:p0,zone_priced_statement,3,1.584962500721156,100,10139
rome,rome:60:83-0-s41:p0,mixed_statement,3,1.584962500721156,100,
rome,rome:60:83-0-s41:p0,odometer_only_statement,30,4.906890595608519,100,
rome,rome:60:83-0-s59:p0,zone_priced_statement,2,1.0,100,17303
rome,rome:60:83-0-s59:p0,mixed_statement,2,1.0,100,
rome,rome:60:83-0-s59:p0,odometer_only_statement,15,3.9068905956085187,100,
rome,rome:60:83-0-s95:p0,zone_priced_statement,9,3.169925001442312,100,14768
rome,rome:60:83-0-s95:p0,mixed_statement,9,3.169925001442312,100,
rome,rome:60:83-0-s95:p0,odometer_only_statement,48,5.584962500721156,100,
rome,rome:60:83-0-s95:p1,zone_priced_statement,6,2.584962500721156,100,12143
rome,rome:60:83-0-s95:p1,mixed_statement,6,2.584962500721156,100,
rome,rome:60:83-0-s95:p1,odometer_only_statement,36,5.169925001442312,100,
rome,rome:60:95-0-s137:p0,zone_priced_statement,5,2.321928094887362,100,22656
rome,rome:60:95-0-s137:p0,mixed_statement,6,2.584962500721156,100,
rome,rome:60:95-0-s137:p0,odometer_only_statement,46,5.523561956057013,100,
rome,rome:60:96-0-s156:p0,zone_priced_statement,5,2.321928094887362,100,22014
rome,rome:60:96-0-s156:p0,mixed_statement,6,2.584962500721156,100,
rome,rome:60:96-0-s156:p0,odometer_only_statement,42,5.392317422778761,100,
porto,porto:60:20000038-2-s7:p0,zone_priced_statement,2,1.0,224,1122
porto,porto:60:20000038-2-s7:p0,mixed_statement,2,1.0,224,
porto,porto:60:20000038-2-s7:p0,odometer_only_statement,2,1.0,224,
porto,porto:60:20000100-6-s13:p0,zone_priced_statement,3,1.584962500721156,107,534
porto,porto:60:20000100-6-s13:p0,mixed_statement,3,1.584962500721156,107,
porto,porto:60:20000100-6-s13:p0,odometer_only_statement,3,1.584962500721156,107,
porto,porto:60:20000100-6-s13:p1,zone_priced_statement,1,0.0,100,500
porto,porto:60:20000100-6-s13:p1,mixed_statement,1,0.0,100,
porto,porto:60:20000100-6-s13:p1,odometer_only_statement,2,1.0,100,
porto,porto:60:20000257-2-s24:p0,zone_priced_statement,1,0.0,199,996
porto,porto:60:20000257-2-s24:p0,mixed_statement,1,0.0,199,
porto,porto:60:20000257-2-s24:p0,odometer_only_statement,1,0.0,199,
porto,porto:60:20000305-0-s17:p0,zone_priced_statement,3,1.584962500721156,100,501
porto,porto:60:20000305-0-s17:p0,mixed_statement,3,1.584962500721156,100,
porto,porto:60:20000305-0-s17:p0,odometer_only_statement,3,1.584962500721156,100,
porto,porto:60:20000305-0-s17:p1,zone_priced_statement,1,0.0,100,1256
porto,porto:60:20000305-0-s17:p1,mixed_statement,1,0.0,100,
porto,porto:60:20000305-0-s17:p1,odometer_only_statement,2,1.0,100,
porto,porto:60:20000338-1-s40:p0,zone_priced_statement,1,0.0,166,832
porto,porto:60:20000338-1-s40:p0,mixed_statement,1,0.0,166,
porto,porto:60:20000338-1-s40:p0,odometer_only_statement,1,0.0,166,
porto,porto:60:20000455-2-s144:p0,zone_priced_statement,3,1.584962500721156,100,500
porto,porto:60:20000455-2-s144:p0,mixed_statement,3,1.584962500721156,100,
porto,porto:60:20000455-2-s144:p0,odometer_only_statement,3,1.584962500721156,100,
porto,porto:60:20000496-3-s20:p0,zone_priced_statement,2,1.0,223,1114
porto,porto:60:20000496-3-s20:p0,mixed_statement,2,1.0,223,
porto,porto:60:20000496-3-s20:p0,odometer_only_statement,2,1.0,223,
porto,porto:60:20000541-4-s20:p0,zone_priced_statement,2,1.0,118,591
porto,porto:60:20000541-4-s20:p0,mixed_statement,2,1.0,118,
porto,porto:60:20000541-4-s20:p0,odometer_only_statement,2,1.0,118,
tdrive,tdrive:300:5860-0-s515:p0,zone_priced_statement,1,0.0,100,25479
tdrive,tdrive:300:5860-0-s515:p0,mixed_statement,1,0.0,100,
tdrive,tdrive:300:5860-0-s515:p0,odometer_only_statement,1,0.0,100,
