profile,k,policy_cap_m,drift_bias_ratio,attack_malicious_rate,tpr_at_drift,benign_frr,attack_round_csv,benign_round_csv,attack_log,benign_log
k6,6,3300,0.60,0.1,1.000000,1.000000,experiments/round_metrics_20260417_210723.csv,experiments/round_metrics_20260417_211139.csv,/Users/wanghao/Desktop/risefl_mvp/experiments/adwc_sweeps/20260417_210239/policy_attack_k6_k6_cap3300_bias0.60.log,/Users/wanghao/Desktop/risefl_mvp/experiments/adwc_sweeps/20260417_210239/policy_benign_k6_k6_cap3300_bias0.60.log
