tau,tau2,seed,attack_type,malicious_rate,tpr_attack,benign_frr,attack_round_csv,benign_round_csv,attack_log,benign_log
1,1,1,gradual_drift,0.10,1.000000,0.000000,experiments/round_metrics_20260422_131314.csv,experiments/round_metrics_20260422_131654.csv,/Users/wanghao/Desktop/risefl_mvp/experiments/tau_sweeps/20260422_131314/tau_attack_tau1_tau21_s1_j0.log,/Users/wanghao/Desktop/risefl_mvp/experiments/tau_sweeps/20260422_131314/tau_benign_tau1_tau21_s1_j0.log
1,1,2,gradual_drift,0.10,1.000000,0.000000,experiments/round_metrics_20260422_131314.csv,experiments/round_metrics_20260422_131657.csv,/Users/wanghao/Desktop/risefl_mvp/experiments/tau_sweeps/20260422_131314/tau_attack_tau1_tau21_s2_j1.log,/Users/wanghao/Desktop/risefl_mvp/experiments/tau_sweeps/20260422_131314/tau_benign_tau1_tau21_s2_j1.log
2,1,1,gradual_drift,0.10,1.000000,0.000000,experiments/round_metrics_20260422_131314.csv,experiments/round_metrics_20260422_131657.csv,/Users/wanghao/Desktop/risefl_mvp/experiments/tau_sweeps/20260422_131314/tau_attack_tau2_tau21_s1_j2.log,/Users/wanghao/Desktop/risefl_mvp/experiments/tau_sweeps/20260422_131314/tau_benign_tau2_tau21_s1_j2.log
2,1,2,gradual_drift,0.10,1.000000,0.000000,experiments/round_metrics_20260422_131314.csv,experiments/round_metrics_20260422_131657.csv,/Users/wanghao/Desktop/risefl_mvp/experiments/tau_sweeps/20260422_131314/tau_attack_tau2_tau21_s2_j3.log,/Users/wanghao/Desktop/risefl_mvp/experiments/tau_sweeps/20260422_131314/tau_benign_tau2_tau21_s2_j3.log
